Depth	breadth\Structural Virality
7	3	4.0000
0	1	0.0000
3	4	2.2778
1	1	1.0000
0	1	0.0000
6	8	3.9493
8	5	4.5046
5	2	2.7778
0	1	0.0000
4	1	2.0000
5	3	2.9848
23	8	11.7718
20	10	11.0435
1	1	1.0000
1	1	1.0000
2	1	1.3333
3	1	1.6667
13	4	6.2538
3	1	1.6667
1	2	1.3333
2	1	1.3333
1	1	1.0000
18	11	8.9367
2	2	1.6667
2	1	1.3333
12	10	6.5078
1	1	1.0000
11	10	8.7343
0	1	0.0000
5	3	2.8333
1	1	1.0000
4	3	2.3929
0	1	0.0000
0	1	0.0000
0	1	0.0000
14	15	8.4905
0	1	0.0000
1	1	1.0000
0	1	0.0000
15	4	5.8360
4	2	2.1333
1	1	1.0000
5	2	2.4762
0	1	0.0000
4	2	2.1333
0	1	0.0000
5	2	2.3810
0	1	0.0000
1	1	1.0000
0	1	0.0000
0	1	0.0000
3	2	2.0667
0	1	0.0000
0	1	0.0000
1	2	1.3333
0	1	0.0000
0	1	0.0000
0	1	0.0000
9	5	4.1583
9	2	3.9231
1	1	1.0000
2	2	1.6667
0	1	0.0000
2	1	1.3333
0	1	0.0000
7	4	3.7206
1	2	1.3333
0	1	0.0000
0	1	0.0000
1	1	1.0000
1	2	1.3333
1	1	1.0000
0	1	0.0000
8	5	4.4067
0	1	0.0000
1	1	1.0000
1	1	1.0000
1	1	1.0000
0	1	0.0000
0	1	0.0000
5	3	2.8000
15	8	7.2279
1	1	1.0000
0	1	0.0000
2	1	1.3333
1	1	1.0000
0	1	0.0000
0	1	0.0000
0	1	0.0000
0	1	0.0000
6	2	2.8214
3	2	2.6667
0	1	0.0000
19	15	10.8291
0	1	0.0000
0	1	0.0000
1	2	1.3333
0	1	0.0000
0	1	0.0000
5	4	3.1538
4	5	3.1282
0	1	0.0000
4	1	2.0000
2	1	1.3333
0	1	0.0000
0	1	0.0000
0	1	0.0000
0	1	0.0000
4	3	2.5000
20	13	10.2764
0	1	0.0000
0	1	0.0000
1	1	1.0000
0	1	0.0000
1	2	1.3333
1	1	1.0000
3	1	1.6667
7	2	3.3818
3	2	2.0000
0	1	0.0000
5	4	2.7111
0	1	0.0000
1	1	1.0000
1	1	1.0000
0	1	0.0000
2	1	1.3333
2	1	1.3333
10	6	4.7668
0	1	0.0000
1	1	1.0000
6	4	2.9697
0	1	0.0000
4	3	2.4444
0	1	0.0000
3	2	1.8000
4	2	2.3810
5	2	2.5714
0	1	0.0000
0	1	0.0000
2	1	1.3333
0	1	0.0000
0	1	0.0000
3	2	2.0000
12	4	7.3651
1	1	1.0000
8	3	4.2286
6	3	2.8000
15	4	6.9032
0	1	0.0000
7	5	5.7685
0	1	0.0000
1	1	1.0000
7	2	3.2727
0	1	0.0000
8	6	5.8024
0	1	0.0000
0	1	0.0000
0	1	0.0000
0	1	0.0000
1	1	1.0000
0	1	0.0000
7	4	4.1242
1	1	1.0000
2	3	1.9333
0	1	0.0000
4	2	2.3333
0	1	0.0000
0	1	0.0000
0	1	0.0000
1	1	1.0000
3	1	1.6667
0	1	0.0000
0	1	0.0000
2	2	1.6667
2	1	1.3333
0	1	0.0000
0	1	0.0000
0	1	0.0000
0	1	0.0000
6	4	3.4725
0	1	0.0000
6	6	3.6013
0	1	0.0000
45	8	19.3393
0	1	0.0000
5	2	3.0556
3	2	1.8000
2	2	1.6667
2	2	1.6667
1	1	1.0000
0	1	0.0000
4	1	2.0000
0	1	0.0000
1	1	1.0000
0	1	0.0000
10	7	6.4128
4	1	2.0000
9	3	3.7714
0	1	0.0000
4	2	2.3810
0	1	0.0000
1	1	1.0000
46	13	17.4510
8	4	3.8857
4	3	2.4444
3	1	1.6667
5	4	3.7727
0	1	0.0000
6	3	4.2000
19	8	9.7417
5	3	3.0909
1	1	1.0000
2	1	1.3333
0	1	0.0000
9	5	5.4473
1	1	1.0000
0	1	0.0000
2	2	1.8000
1	1	1.0000
2	2	1.6667
11	3	5.0996
15	7	8.1661
3	1	1.6667
3	3	2.5714
0	1	0.0000
0	1	0.0000
2	1	1.3333
0	1	0.0000
6	5	3.8971
1	1	1.0000
1	1	1.0000
1	1	1.0000
0	1	0.0000
0	1	0.0000
9	5	4.5421
10	4	4.5229
0	1	0.0000
4	7	3.3922
5	2	2.6667
14	3	5.9606
0	1	0.0000
4	3	2.5357
1	2	1.3333
26	13	13.6246
0	1	0.0000
9	2	4.0000
1	1	1.0000
0	1	0.0000
4	3	2.3929
1	1	1.0000
0	1	0.0000
0	1	0.0000
2	1	1.3333
0	1	0.0000
2	1	1.3333
4	2	2.6667
3	1	1.6667
29	13	15.1536
0	1	0.0000
6	2	2.8889
2	2	1.6667
1	1	1.0000
2	1	1.3333
1	1	1.0000
0	1	0.0000
0	1	0.0000
0	1	0.0000
0	1	0.0000
2	1	1.3333
0	1	0.0000
2	1	1.3333
4	4	2.8364
0	1	0.0000
0	1	0.0000
0	1	0.0000
2	2	1.5000
0	1	0.0000
3	1	1.6667
0	1	0.0000
1	1	1.0000
0	1	0.0000
1	1	1.0000
1	3	1.5000
8	4	4.2641
4	1	2.0000
3	1	1.6667
0	1	0.0000
2	2	1.8000
0	1	0.0000
0	1	0.0000
3	2	1.8000
6	2	3.0556
0	1	0.0000
1	1	1.0000
3	3	2.7143
0	1	0.0000
1	1	1.0000
14	8	8.4187
0	1	0.0000
1	1	1.0000
0	1	0.0000
3	2	1.8000
1	1	1.0000
0	1	0.0000
0	1	0.0000
0	1	0.0000
0	1	0.0000
7	2	3.4848
1	1	1.0000
1	1	1.0000
3	3	2.6111
0	1	0.0000
0	1	0.0000
1	2	1.3333
1	1	1.0000
0	1	0.0000
1	1	1.0000
1	1	1.0000
0	1	0.0000
1	2	1.3333
0	1	0.0000
2	1	1.3333
0	1	0.0000
7	5	4.5375
0	1	0.0000
4	3	2.2143
2	2	1.6667
7	2	3.9560
1	1	1.0000
25	14	15.2038
0	1	0.0000
2	3	1.6000
8	3	3.9429
2	2	1.6667
0	1	0.0000
5	5	3.5098
3	2	1.8000
0	1	0.0000
1	1	1.0000
1	1	1.0000
2	1	1.3333
0	1	0.0000
0	1	0.0000
0	1	0.0000
0	1	0.0000
1	1	1.0000
40	10	17.4896
0	1	0.0000
3	1	1.6667
1	1	1.0000
0	1	0.0000
0	1	0.0000
0	1	0.0000
0	1	0.0000
0	1	0.0000
0	1	0.0000
3	3	2.5000
30	9	12.0267
0	1	0.0000
6	7	4.6403
1	1	1.0000
1	2	1.3333
0	1	0.0000
9	3	4.7662
2	1	1.3333
0	1	0.0000
1	1	1.0000
1	1	1.0000
2	1	1.3333
3	2	2.0667
0	1	0.0000
0	1	0.0000
37	11	16.1978
1	1	1.0000
1	1	1.0000
0	1	0.0000
5	4	2.8364
2	2	1.5000
9	2	4.2821
0	1	0.0000
0	1	0.0000
8	7	4.5631
7	3	4.5250
0	1	0.0000
0	1	0.0000
0	1	0.0000
0	1	0.0000
16	7	8.5385
10	5	5.3054
1	1	1.0000
10	5	5.0779
0	1	0.0000
0	1	0.0000
26	5	11.4397
7	4	5.3333
0	1	0.0000
5	3	2.7222
0	1	0.0000
0	1	0.0000
0	1	0.0000
28	13	15.4562
0	1	0.0000
0	1	0.0000
6	5	3.5000
5	3	2.6667
3	3	2.2857
16	10	10.0609
2	2	1.5000
0	1	0.0000
1	1	1.0000
0	1	0.0000
7	3	4.2095
0	1	0.0000
1	1	1.0000
16	10	11.0393
6	2	2.8214
0	1	0.0000
1	1	1.0000
0	1	0.0000
0	1	0.0000
0	1	0.0000
0	1	0.0000
2	1	1.3333
3	2	2.0000
0	1	0.0000
1	1	1.0000
0	1	0.0000
1	1	1.0000
3	2	1.8000
0	1	0.0000
2	3	1.8000
1	1	1.0000
0	1	0.0000
0	1	0.0000
24	6	10.7081
3	1	1.6667
0	1	0.0000
1	1	1.0000
4	1	2.0000
1	1	1.0000
2	1	1.3333
0	1	0.0000
17	8	8.5698
2	3	1.8000
0	1	0.0000
0	1	0.0000
63	25	23.7898
0	1	0.0000
37	19	16.4227
2	1	1.3333
0	1	0.0000
3	3	1.8667
2	1	1.3333
0	1	0.0000
0	1	0.0000
9	2	3.8333
0	1	0.0000
2	1	1.3333
0	1	0.0000
0	1	0.0000
2	1	1.3333
0	1	0.0000
2	3	1.8000
0	1	0.0000
0	1	0.0000
16	4	5.8598
0	1	0.0000
3	2	2.0000
2	1	1.3333
0	1	0.0000
0	1	0.0000
0	1	0.0000
2	2	1.6667
10	4	5.0952
4	3	2.2143
0	1	0.0000
1	1	1.0000
0	1	0.0000
2	2	2.0000
2	1	1.3333
49	22	22.7597
6	3	3.2564
1	1	1.0000
0	1	0.0000
0	1	0.0000
3	1	1.6667
0	1	0.0000
7	4	3.3846
34	14	17.6133
0	1	0.0000
0	1	0.0000
1	1	1.0000
0	1	0.0000
0	1	0.0000
1	1	1.0000
6	2	3.1636
1	1	1.0000
2	1	1.3333
2	2	1.8000
0	1	0.0000
2	1	1.3333
4	2	2.3333
1	1	1.0000
0	1	0.0000
0	1	0.0000
0	1	0.0000
2	4	2.0952
2	1	1.3333
4	2	2.3810
8	8	5.6020
6	4	3.9810
3	2	2.0000
3	2	1.9333
3	1	1.6667
1	1	1.0000
1	2	1.3333
0	1	0.0000
0	1	0.0000
0	1	0.0000
0	1	0.0000
1	2	1.3333
5	4	3.5303
23	11	10.8894
0	1	0.0000
3	3	2.5714
0	1	0.0000
29	13	17.7481
1	1	1.0000
1	1	1.0000
1	1	1.0000
3	2	1.8000
0	1	0.0000
0	1	0.0000
2	1	1.3333
5	2	2.9556
1	1	1.0000
1	1	1.0000
1	2	1.3333
0	1	0.0000
0	1	0.0000
0	1	0.0000
0	1	0.0000
26	16	13.4354
1	1	1.0000
1	1	1.0000
0	1	0.0000
1	2	1.3333
1	1	1.0000
0	1	0.0000
1	1	1.0000
0	1	0.0000
9	4	4.8225
3	4	2.5357
0	1	0.0000
9	7	6.2726
0	1	0.0000
0	1	0.0000
4	2	2.3810
4	2	2.5556
0	1	0.0000
0	1	0.0000
3	6	3.3676
2	2	1.5000
0	1	0.0000
0	1	0.0000
0	1	0.0000
0	1	0.0000
3	2	1.8000
0	1	0.0000
0	1	0.0000
5	4	3.2308
0	1	0.0000
0	1	0.0000
3	1	1.6667
20	6	9.0798
21	20	12.4318
0	1	0.0000
1	1	1.0000
0	1	0.0000
2	2	1.5000
1	1	1.0000
0	1	0.0000
1	1	1.0000
3	1	1.6667
2	2	1.6667
5	3	3.1538
0	1	0.0000
0	1	0.0000
0	1	0.0000
0	1	0.0000
3	4	2.4444
0	1	0.0000
0	1	0.0000
3	2	1.8000
0	1	0.0000
3	3	2.5357
43	18	23.2986
11	4	5.6638
2	2	2.0000
0	1	0.0000
0	1	0.0000
2	2	1.6667
1	1	1.0000
2	2	1.6667
5	4	3.4872
0	1	0.0000
0	1	0.0000
0	1	0.0000
6	2	2.7143
0	1	0.0000
0	1	0.0000
0	1	0.0000
1	2	1.3333
3	2	2.0000
4	5	3.6374
12	5	6.2414
2	1	1.3333
0	1	0.0000
1	2	1.3333
0	1	0.0000
0	1	0.0000
0	1	0.0000
12	5	5.6351
11	7	7.2548
1	2	1.3333
15	12	8.8219
0	1	0.0000
0	1	0.0000
0	1	0.0000
2	1	1.3333
0	1	0.0000
2	1	1.3333
1	1	1.0000
0	1	0.0000
0	1	0.0000
1	1	1.0000
8	2	3.4091
0	1	0.0000
4	3	2.5000
0	1	0.0000
0	1	0.0000
2	2	1.6667
4	1	2.0000
24	8	12.2681
0	1	0.0000
1	1	1.0000
3	4	1.9048
2	1	1.3333
2	1	1.3333
1	1	1.0000
5	2	2.7222
1	1	1.0000
1	1	1.0000
1	1	1.0000
6	2	3.3818
2	1	1.3333
0	1	0.0000
1	1	1.0000
2	3	1.9333
0	1	0.0000
2	2	1.6667
0	1	0.0000
0	1	0.0000
0	1	0.0000
21	10	9.9909
1	1	1.0000
4	2	2.1333
3	3	2.5714
4	4	2.6667
0	1	0.0000
14	12	7.9233
1	1	1.0000
0	1	0.0000
2	2	1.5000
0	1	0.0000
1	1	1.0000
1	1	1.0000
0	1	0.0000
0	1	0.0000
0	1	0.0000
0	1	0.0000
0	1	0.0000
0	1	0.0000
4	2	2.1333
0	1	0.0000
5	3	3.1778
1	2	1.3333
9	3	4.3083
10	5	5.6581
0	1	0.0000
0	1	0.0000
0	1	0.0000
3	2	1.8000
0	1	0.0000
0	1	0.0000
0	1	0.0000
2	1	1.3333
13	10	6.4689
0	1	0.0000
17	6	7.1649
3	6	2.8000
2	1	1.3333
0	1	0.0000
1	1	1.0000
0	1	0.0000
14	5	7.4936
1	1	1.0000
8	4	3.8758
11	6	5.6011
2	1	1.3333
1	2	1.3333
19	4	7.7463
0	1	0.0000
0	1	0.0000
1	1	1.0000
1	1	1.0000
15	9	7.9084
2	1	1.3333
1	1	1.0000
0	1	0.0000
0	1	0.0000
1	1	1.0000
1	1	1.0000
0	1	0.0000
2	2	1.5000
0	1	0.0000
0	1	0.0000
0	1	0.0000
0	1	0.0000
0	1	0.0000
26	9	12.6076
1	1	1.0000
0	1	0.0000
0	1	0.0000
3	2	2.0667
0	1	0.0000
1	1	1.0000
1	1	1.0000
0	1	0.0000
9	3	4.2583
6	3	3.1810
6	3	3.9744
0	1	0.0000
7	4	3.9263
0	1	0.0000
1	1	1.0000
9	4	4.5138
3	1	1.6667
1	1	1.0000
1	1	1.0000
6	4	3.2762
1	1	1.0000
33	10	16.0517
0	1	0.0000
0	1	0.0000
2	1	1.3333
0	1	0.0000
0	1	0.0000
0	1	0.0000
0	1	0.0000
3	1	1.6667
2	1	1.3333
2	2	1.6667
0	1	0.0000
1	1	1.0000
0	1	0.0000
0	1	0.0000
0	1	0.0000
1	1	1.0000
0	1	0.0000
0	1	0.0000
5	2	2.5714
6	2	2.8214
3	3	2.3929
9	4	4.2895
6	4	2.9091
3	3	2.3810
2	2	1.8000
0	1	0.0000
0	1	0.0000
0	1	0.0000
0	1	0.0000
1	1	1.0000
20	7	10.2898
3	2	1.8000
0	1	0.0000
0	1	0.0000
2	2	1.5000
0	1	0.0000
0	1	0.0000
0	1	0.0000
10	7	5.3675
0	1	0.0000
1	1	1.0000
0	1	0.0000
1	1	1.0000
0	1	0.0000
11	6	5.9429
0	1	0.0000
0	1	0.0000
0	1	0.0000
7	6	4.7477
0	1	0.0000
2	3	1.8667
6	3	3.3333
2	3	1.8000
15	15	7.2338
1	3	1.5000
1	1	1.0000
0	1	0.0000
2	2	1.6667
0	1	0.0000
1	1	1.0000
0	1	0.0000
10	4	4.6381
4	1	2.0000
1	1	1.0000
4	4	3.7473
1	1	1.0000
1	1	1.0000
0	1	0.0000
2	1	1.3333
0	1	0.0000
0	1	0.0000
0	1	0.0000
3	1	1.6667
8	2	3.3333
0	1	0.0000
0	1	0.0000
2	1	1.3333
0	1	0.0000
2	1	1.3333
19	7	7.8694
0	1	0.0000
0	1	0.0000
0	1	0.0000
1	1	1.0000
4	2	2.1333
2	2	1.5000
3	2	2.1333
2	2	1.5000
2	1	1.3333
1	2	1.3333
8	6	4.5400
0	1	0.0000
1	1	1.0000
1	1	1.0000
0	1	0.0000
2	2	1.5000
1	1	1.0000
43	10	19.2990
4	3	2.0952
49	23	27.2901
2	2	1.8000
6	3	3.2418
1	1	1.0000
5	2	2.8214
5	3	2.7222
2	1	1.3333
7	5	3.2941
1	1	1.0000
1	1	1.0000
0	1	0.0000
6	1	2.6667
2	1	1.3333
0	1	0.0000
1	1	1.0000
8	3	4.3382
1	1	1.0000
0	1	0.0000
2	1	1.3333
0	1	0.0000
0	1	0.0000
2	2	1.8000
0	1	0.0000
25	6	10.4658
6	3	3.3788
0	1	0.0000
0	1	0.0000
1	1	1.0000
0	1	0.0000
2	2	1.6667
1	1	1.0000
1	2	1.3333
0	1	0.0000
0	1	0.0000
0	1	0.0000
0	1	0.0000
15	4	5.9516
11	7	8.0740
0	1	0.0000
3	3	1.8667
3	2	2.1333
2	2	1.5000
0	1	0.0000
3	3	1.8667
0	1	0.0000
0	1	0.0000
4	1	2.0000
0	1	0.0000
2	1	1.3333
6	3	3.4848
4	3	2.3929
0	1	0.0000
0	1	0.0000
4	2	2.1333
0	1	0.0000
23	13	12.0049
1	1	1.0000
0	1	0.0000
8	9	5.3757
0	1	0.0000
8	8	4.6061
0	1	0.0000
3	2	2.1333
31	10	14.8621
1	1	1.0000
0	1	0.0000
2	1	1.3333
1	1	1.0000
7	2	3.4242
0	1	0.0000
4	4	3.2879
6	3	2.9697
0	1	0.0000
2	1	1.3333
0	1	0.0000
1	1	1.0000
0	1	0.0000
11	6	6.9519
1	2	1.3333
0	1	0.0000
0	1	0.0000
0	1	0.0000
0	1	0.0000
1	1	1.0000
3	1	1.6667
13	7	8.0999
1	1	1.0000
3	6	2.6970
11	5	4.8400
25	21	15.7986
3	3	1.8667
0	1	0.0000
6	2	2.8333
0	1	0.0000
1	1	1.0000
1	3	1.5000
0	1	0.0000
0	1	0.0000
3	2	1.8000
4	2	2.4762
0	1	0.0000
0	1	0.0000
2	1	1.3333
27	18	15.2414
0	1	0.0000
0	1	0.0000
0	1	0.0000
2	2	1.6667
1	2	1.3333
3	1	1.6667
0	1	0.0000
19	6	9.4107
0	1	0.0000
0	1	0.0000
2	3	2.1333
0	1	0.0000
1	1	1.0000
0	1	0.0000
0	1	0.0000
0	1	0.0000
5	3	2.9778
0	1	0.0000
1	1	1.0000
1	1	1.0000
0	1	0.0000
3	3	2.5357
0	1	0.0000
0	1	0.0000
0	1	0.0000
0	1	0.0000
0	1	0.0000
0	1	0.0000
0	1	0.0000
0	1	0.0000
3	2	2.0667
0	1	0.0000
0	1	0.0000
0	1	0.0000
1	1	1.0000
1	1	1.0000
0	1	0.0000
8	5	3.5583
0	1	0.0000
0	1	0.0000
0	1	0.0000
3	2	1.8000
1	1	1.0000
0	1	0.0000
3	3	2.7143
1	3	1.5000
1	1	1.0000
0	1	0.0000
13	4	7.2877
0	1	0.0000
0	1	0.0000
2	3	2.0667
1	2	1.3333
10	4	4.8478
3	2	1.8000
0	1	0.0000
0	1	0.0000
0	1	0.0000
1	1	1.0000
3	1	1.6667
0	1	0.0000
0	1	0.0000
5	3	3.5897
1	2	1.3333
0	1	0.0000
5	4	2.9242
1	2	1.3333
9	7	6.1024
3	2	2.0000
0	1	0.0000
7	3	4.1319
0	1	0.0000
0	1	0.0000
0	1	0.0000
0	1	0.0000
0	1	0.0000
5	6	3.6324
1	1	1.0000
0	1	0.0000
0	1	0.0000
0	1	0.0000
1	1	1.0000
1	1	1.0000
1	1	1.0000
1	1	1.0000
2	1	1.3333
3	2	1.8000
8	4	3.3714
0	1	0.0000
12	7	7.3599
0	1	0.0000
1	1	1.0000
0	1	0.0000
10	3	5.0145
3	2	2.0000
0	1	0.0000
0	1	0.0000
5	5	3.1810
2	3	1.6000
7	2	3.6061
5	2	2.5357
1	1	1.0000
0	1	0.0000
4	3	2.7222
2	1	1.3333
0	1	0.0000
1	1	1.0000
0	1	0.0000
5	3	2.7778
0	1	0.0000
0	1	0.0000
0	1	0.0000
1	2	1.3333
1	1	1.0000
10	4	4.5145
0	1	0.0000
1	1	1.0000
5	7	4.0211
0	1	0.0000
0	1	0.0000
0	1	0.0000
0	1	0.0000
3	2	2.0667
0	1	0.0000
2	1	1.3333
7	4	3.5752
0	1	0.0000
0	1	0.0000
7	4	3.9706
1	1	1.0000
0	1	0.0000
1	1	1.0000
4	5	3.4505
0	1	0.0000
1	2	1.3333
0	1	0.0000
0	1	0.0000
1	2	1.3333
7	6	3.8947
0	1	0.0000
0	1	0.0000
1	1	1.0000
6	3	3.1515
22	7	9.5376
1	1	1.0000
1	1	1.0000
0	1	0.0000
0	1	0.0000
1	3	1.5000
0	1	0.0000
11	6	4.9868
6	2	3.0444
8	4	4.0980
1	1	1.0000
3	2	1.8000
2	1	1.3333
6	1	2.6667
2	3	1.8000
1	1	1.0000
3	2	2.0667
6	4	3.3917
0	1	0.0000
3	2	2.4762
1	1	1.0000
3	3	2.1905
3	2	2.0000
19	3	7.1943
4	2	2.4286
0	1	0.0000
0	1	0.0000
3	2	1.9333
0	1	0.0000
1	1	1.0000
0	1	0.0000
0	1	0.0000
2	2	1.5000
0	1	0.0000
0	1	0.0000
0	1	0.0000
0	1	0.0000
0	1	0.0000
0	1	0.0000
2	1	1.3333
0	1	0.0000
0	1	0.0000
2	1	1.3333
4	2	2.0667
0	1	0.0000
2	1	1.3333
3	2	2.0000
4	2	2.5714
7	7	4.8462
4	1	2.0000
0	1	0.0000
1	2	1.3333
1	2	1.3333
7	3	3.9706
1	2	1.3333
0	1	0.0000
5	2	2.7143
0	1	0.0000
0	1	0.0000
1	1	1.0000
0	1	0.0000
2	2	1.6667
0	1	0.0000
0	1	0.0000
6	2	3.7273
0	1	0.0000
0	1	0.0000
0	1	0.0000
3	1	1.6667
0	1	0.0000
0	1	0.0000
5	5	3.6833
0	1	0.0000
0	1	0.0000
4	3	3.0606
0	1	0.0000
0	1	0.0000
2	1	1.3333
0	1	0.0000
0	1	0.0000
0	1	0.0000
16	10	9.4176
0	1	0.0000
2	2	1.6667
1	3	1.5000
4	4	3.1818
7	4	5.0409
0	1	0.0000
1	1	1.0000
0	1	0.0000
0	1	0.0000
0	1	0.0000
1	1	1.0000
1	1	1.0000
1	1	1.0000
0	1	0.0000
1	1	1.0000
0	1	0.0000
20	5	9.5558
4	1	2.0000
1	1	1.0000
4	2	2.2857
1	1	1.0000
0	1	0.0000
10	7	4.5632
0	1	0.0000
2	1	1.3333
0	1	0.0000
4	4	3.0909
0	1	0.0000
2	1	1.3333
0	1	0.0000
18	8	10.9833
11	7	6.2402
0	1	0.0000
2	1	1.3333
3	2	1.8000
12	7	7.2951
0	1	0.0000
2	2	1.5000
0	1	0.0000
0	1	0.0000
17	8	10.4970
0	1	0.0000
10	3	5.0823
16	3	7.0968
0	1	0.0000
0	1	0.0000
0	1	0.0000
4	4	2.8727
4	1	2.0000
0	1	0.0000
1	1	1.0000
0	1	0.0000
2	2	1.5000
0	1	0.0000
5	3	2.7222
0	1	0.0000
1	1	1.0000
3	2	1.8000
1	1	1.0000
1	1	1.0000
1	1	1.0000
0	1	0.0000
5	2	2.6786
1	1	1.0000
4	2	2.8333
4	4	2.4444
0	1	0.0000
0	1	0.0000
23	12	9.1004
0	1	0.0000
4	2	2.3810
0	1	0.0000
0	1	0.0000
0	1	0.0000
0	1	0.0000
11	6	5.4236
5	4	3.5238
3	2	1.8000
0	1	0.0000
4	4	2.9697
4	2	2.3333
6	2	3.3818
3	2	2.0000
2	1	1.3333
10	7	5.3119
1	1	1.0000
1	1	1.0000
15	13	10.5248
7	5	4.5105
1	1	1.0000
0	1	0.0000
0	1	0.0000
1	1	1.0000
0	1	0.0000
2	4	2.2500
5	5	3.3333
4	1	2.0000
0	1	0.0000
12	4	5.4933
3	2	2.1905
0	1	0.0000
12	6	5.9025
5	3	2.8333
0	1	0.0000
13	10	6.4348
0	1	0.0000
1	1	1.0000
21	14	10.8890
3	2	2.0000
0	1	0.0000
2	1	1.3333
9	2	4.0513
19	9	9.2291
1	1	1.0000
15	7	7.5341
0	1	0.0000
4	3	2.3929
13	7	6.9917
1	1	1.0000
0	1	0.0000
1	1	1.0000
0	1	0.0000
14	9	8.3191
0	1	0.0000
1	1	1.0000
3	3	1.8667
23	11	13.2983
11	7	5.9171
0	1	0.0000
0	1	0.0000
0	1	0.0000
0	1	0.0000
6	3	3.0909
0	1	0.0000
0	1	0.0000
3	2	1.8000
0	1	0.0000
1	2	1.3333
1	2	1.3333
8	8	6.1270
0	1	0.0000
0	1	0.0000
6	2	2.8333
10	3	4.5882
2	1	1.3333
0	1	0.0000
0	1	0.0000
12	6	5.5020
0	1	0.0000
1	1	1.0000
8	3	4.4118
0	1	0.0000
0	1	0.0000
11	6	6.3333
18	8	8.4014
0	1	0.0000
14	6	6.4291
5	2	3.0000
1	1	1.0000
1	1	1.0000
2	1	1.3333
0	1	0.0000
1	1	1.0000
1	1	1.0000
6	2	3.0667
3	2	1.8000
0	1	0.0000
2	1	1.3333
11	6	6.7932
1	1	1.0000
0	1	0.0000
2	4	2.0952
2	1	1.3333
0	1	0.0000
3	2	1.8000
0	1	0.0000
0	1	0.0000
5	3	3.6923
13	7	7.7410
6	4	3.2364
4	1	2.0000
0	1	0.0000
1	1	1.0000
0	1	0.0000
0	1	0.0000
3	3	2.6667
19	6	8.3138
0	1	0.0000
3	3	2.1333
3	1	1.6667
1	2	1.3333
0	1	0.0000
8	3	3.6923
0	1	0.0000
4	2	2.3810
0	1	0.0000
1	1	1.0000
0	1	0.0000
8	3	3.6923
2	1	1.3333
1	1	1.0000
0	1	0.0000
0	1	0.0000
3	3	2.7143
0	1	0.0000
10	2	4.8917
5	2	2.5357
0	1	0.0000
3	1	1.6667
2	1	1.3333
0	1	0.0000
1	1	1.0000
0	1	0.0000
0	1	0.0000
5	4	3.0303
0	1	0.0000
0	1	0.0000
3	3	2.1333
7	3	3.7436
7	3	4.4762
6	3	3.1212
1	2	1.3333
0	1	0.0000
0	1	0.0000
0	1	0.0000
4	1	2.0000
2	1	1.3333
5	3	3.0000
1	2	1.3333
1	1	1.0000
1	1	1.0000
1	1	1.0000
7	4	4.0735
0	1	0.0000
1	1	1.0000
2	2	1.8000
0	1	0.0000
1	2	1.3333
0	1	0.0000
0	1	0.0000
12	4	5.3684
2	3	1.9333
1	1	1.0000
0	1	0.0000
1	1	1.0000
0	1	0.0000
5	2	2.4762
7	4	3.4615
3	2	2.0667
2	1	1.3333
0	1	0.0000
2	2	1.6667
0	1	0.0000
19	8	9.9420
6	3	3.1273
1	1	1.0000
1	1	1.0000
4	3	2.2857
2	2	1.6667
1	1	1.0000
0	1	0.0000
0	1	0.0000
0	1	0.0000
1	1	1.0000
4	3	2.3929
0	1	0.0000
0	1	0.0000
1	1	1.0000
2	2	1.6667
4	2	3.0000
0	1	0.0000
3	4	3.0182
0	1	0.0000
3	1	1.6667
1	1	1.0000
0	1	0.0000
8	10	5.8116
6	4	4.2941
1	1	1.0000
4	1	2.0000
0	1	0.0000
0	1	0.0000
8	3	4.4412
1	1	1.0000
1	1	1.0000
6	4	3.2637
1	2	1.3333
0	1	0.0000
0	1	0.0000
0	1	0.0000
0	1	0.0000
0	1	0.0000
1	1	1.0000
0	1	0.0000
1	1	1.0000
25	15	13.7331
0	1	0.0000
10	4	4.7431
0	1	0.0000
13	3	5.8746
0	1	0.0000
0	1	0.0000
0	1	0.0000
0	1	0.0000
0	1	0.0000
1	1	1.0000
0	1	0.0000
5	2	2.6667
8	6	5.6533
1	1	1.0000
7	5	4.8379
5	3	3.0444
2	1	1.3333
0	1	0.0000
1	1	1.0000
2	1	1.3333
0	1	0.0000
6	4	3.6144
0	1	0.0000
1	1	1.0000
3	3	2.5357
0	1	0.0000
7	2	3.0556
0	1	0.0000
5	2	2.6786
1	1	1.0000
6	5	3.3590
0	1	0.0000
2	1	1.3333
0	1	0.0000
0	1	0.0000
1	1	1.0000
21	8	10.0084
0	1	0.0000
13	5	6.2348
0	1	0.0000
0	1	0.0000
0	1	0.0000
4	2	2.1905
4	3	2.7143
2	2	1.8000
14	4	6.6409
3	2	1.8000
1	2	1.3333
0	1	0.0000
9	4	5.0000
1	1	1.0000
0	1	0.0000
0	1	0.0000
2	2	1.8000
0	1	0.0000
0	1	0.0000
1	1	1.0000
8	4	4.3733
0	1	0.0000
0	1	0.0000
4	4	3.3407
5	2	3.0556
0	1	0.0000
0	1	0.0000
0	1	0.0000
0	1	0.0000
0	1	0.0000
1	1	1.0000
2	2	1.6667
0	1	0.0000
0	1	0.0000
1	1	1.0000
2	2	1.8000
0	1	0.0000
5	2	2.4762
1	1	1.0000
