Depth	breadth\Structural Virality
1	1	1.0000
6	3	3.1636
0	1	0.0000
8	6	5.6353
8	4	4.7510
1	1	1.0000
12	8	6.6621
2	4	2.0000
1	1	1.0000
6	2	3.0667
3	1	1.6667
0	1	0.0000
2	2	2.0000
1	1	1.0000
0	1	0.0000
2	2	1.6667
7	4	3.8676
4	2	2.3333
3	2	1.8000
0	1	0.0000
1	1	1.0000
3	3	2.1905
3	3	2.1333
0	1	0.0000
0	1	0.0000
3	2	1.8000
1	1	1.0000
0	1	0.0000
0	1	0.0000
1	2	1.3333
0	1	0.0000
1	1	1.0000
3	2	2.0000
0	1	0.0000
1	1	1.0000
2	1	1.3333
0	1	0.0000
0	1	0.0000
0	1	0.0000
2	1	1.3333
0	1	0.0000
0	1	0.0000
0	1	0.0000
5	4	3.0152
0	1	0.0000
0	1	0.0000
1	1	1.0000
0	1	0.0000
0	1	0.0000
1	1	1.0000
1	1	1.0000
0	1	0.0000
0	1	0.0000
21	9	9.8883
0	1	0.0000
2	1	1.3333
2	1	1.3333
1	1	1.0000
0	1	0.0000
0	1	0.0000
0	1	0.0000
4	3	2.6000
1	1	1.0000
0	1	0.0000
0	1	0.0000
0	1	0.0000
16	7	9.4452
1	3	1.5000
0	1	0.0000
0	1	0.0000
2	2	1.6667
0	1	0.0000
1	1	1.0000
0	1	0.0000
7	6	3.9263
0	1	0.0000
6	3	3.0667
0	1	0.0000
2	2	1.8000
2	1	1.3333
6	5	4.5435
4	3	2.6667
0	1	0.0000
1	1	1.0000
0	1	0.0000
3	3	2.5714
1	1	1.0000
8	7	3.9474
1	1	1.0000
1	1	1.0000
3	1	1.6667
0	1	0.0000
0	1	0.0000
0	1	0.0000
17	11	8.7883
3	1	1.6667
2	2	1.5000
1	1	1.0000
4	3	2.8889
0	1	0.0000
10	4	4.8617
0	1	0.0000
10	8	6.2857
0	1	0.0000
0	1	0.0000
0	1	0.0000
6	5	4.3676
21	12	11.3970
0	1	0.0000
0	1	0.0000
1	2	1.3333
0	1	0.0000
3	1	1.6667
1	1	1.0000
4	3	2.6786
0	1	0.0000
8	2	3.7424
0	1	0.0000
1	1	1.0000
2	2	1.5000
0	1	0.0000
2	1	1.3333
0	1	0.0000
0	1	0.0000
20	9	10.9383
1	1	1.0000
0	1	0.0000
3	5	2.3889
8	4	3.6381
15	4	6.4403
3	1	1.6667
3	2	1.8000
5	4	3.7692
2	3	1.8667
3	2	1.8000
11	5	5.3386
0	1	0.0000
11	6	5.9159
10	6	6.6968
10	7	6.7935
0	1	0.0000
0	1	0.0000
0	1	0.0000
3	2	1.8000
24	13	16.0464
4	3	3.4909
1	1	1.0000
3	2	2.1333
0	1	0.0000
0	1	0.0000
2	1	1.3333
0	1	0.0000
2	1	1.3333
0	1	0.0000
0	1	0.0000
0	1	0.0000
2	1	1.3333
0	1	0.0000
0	1	0.0000
2	2	1.5000
0	1	0.0000
1	1	1.0000
0	1	0.0000
11	4	4.6667
0	1	0.0000
17	10	9.8325
0	1	0.0000
2	1	1.3333
0	1	0.0000
1	1	1.0000
15	4	6.1711
6	4	3.4091
24	9	9.8231
0	1	0.0000
0	1	0.0000
7	6	5.6277
1	1	1.0000
0	1	0.0000
4	2	2.3810
1	1	1.0000
3	2	1.8000
0	1	0.0000
3	2	1.8000
0	1	0.0000
0	1	0.0000
0	1	0.0000
0	1	0.0000
13	10	7.7596
0	1	0.0000
1	1	1.0000
0	1	0.0000
1	1	1.0000
0	1	0.0000
2	2	1.6667
8	8	4.3103
1	1	1.0000
0	1	0.0000
2	1	1.3333
0	1	0.0000
3	4	2.4444
0	1	0.0000
2	1	1.3333
1	1	1.0000
2	1	1.3333
0	1	0.0000
4	3	2.4444
4	1	2.0000
7	3	4.3382
1	2	1.3333
0	1	0.0000
19	12	10.1325
16	3	6.5169
11	4	5.5034
2	1	1.3333
2	4	2.2857
2	3	2.1333
3	1	1.6667
2	1	1.3333
0	1	0.0000
0	1	0.0000
0	1	0.0000
1	1	1.0000
0	1	0.0000
4	7	3.7429
1	1	1.0000
1	1	1.0000
2	2	1.8000
0	1	0.0000
0	1	0.0000
2	1	1.3333
0	1	0.0000
0	1	0.0000
1	2	1.3333
11	7	6.9882
1	1	1.0000
1	1	1.0000
1	1	1.0000
1	2	1.3333
1	2	1.3333
12	3	5.5933
2	2	1.8000
2	2	1.6667
3	3	1.8667
0	1	0.0000
1	1	1.0000
0	1	0.0000
1	1	1.0000
1	1	1.0000
0	1	0.0000
0	1	0.0000
9	8	6.1949
0	1	0.0000
1	1	1.0000
0	1	0.0000
0	1	0.0000
9	4	5.2398
1	1	1.0000
12	6	5.2138
2	1	1.3333
0	1	0.0000
22	10	10.8842
2	3	1.6000
1	2	1.3333
2	1	1.3333
3	1	1.6667
7	3	3.7083
1	1	1.0000
0	1	0.0000
3	2	2.0667
1	2	1.3333
1	1	1.0000
4	3	3.0000
0	1	0.0000
0	1	0.0000
0	1	0.0000
2	2	1.5000
5	4	3.9560
0	1	0.0000
2	1	1.3333
0	1	0.0000
2	2	1.8000
9	1	3.6667
0	1	0.0000
0	1	0.0000
6	4	3.6154
9	3	4.0500
11	7	6.1721
17	6	7.6317
0	1	0.0000
0	1	0.0000
1	1	1.0000
4	2	2.1333
0	1	0.0000
5	1	2.3333
4	3	2.7333
0	1	0.0000
20	5	8.0680
1	1	1.0000
2	1	1.3333
0	1	0.0000
22	13	11.9510
0	1	0.0000
1	1	1.0000
0	1	0.0000
0	1	0.0000
0	1	0.0000
3	2	2.0667
31	10	16.8214
0	1	0.0000
0	1	0.0000
0	1	0.0000
0	1	0.0000
0	1	0.0000
0	1	0.0000
2	1	1.3333
0	1	0.0000
1	2	1.3333
0	1	0.0000
0	1	0.0000
0	1	0.0000
0	1	0.0000
2	2	1.6667
0	1	0.0000
0	1	0.0000
6	2	3.2222
0	1	0.0000
2	1	1.3333
2	1	1.3333
3	1	1.6667
3	3	2.8889
1	1	1.0000
7	3	4.1373
3	2	1.8000
0	1	0.0000
6	2	2.7143
2	2	2.0000
0	1	0.0000
1	1	1.0000
1	1	1.0000
0	1	0.0000
0	1	0.0000
0	1	0.0000
0	1	0.0000
0	1	0.0000
4	1	2.0000
0	1	0.0000
2	1	1.3333
1	2	1.3333
0	1	0.0000
3	2	1.9333
18	8	9.4562
1	1	1.0000
0	1	0.0000
0	1	0.0000
14	5	7.2012
0	1	0.0000
1	2	1.3333
0	1	0.0000
0	1	0.0000
13	8	6.8933
1	1	1.0000
2	3	1.8000
2	1	1.3333
4	2	2.8214
8	6	4.6798
5	2	2.6667
0	1	0.0000
1	1	1.0000
6	2	2.6786
4	2	2.1333
0	1	0.0000
0	1	0.0000
1	1	1.0000
0	1	0.0000
0	1	0.0000
4	4	2.5333
6	1	2.6667
1	1	1.0000
0	1	0.0000
0	1	0.0000
0	1	0.0000
0	1	0.0000
0	1	0.0000
4	2	2.0667
1	1	1.0000
0	1	0.0000
0	1	0.0000
17	17	10.2004
2	3	1.8000
0	1	0.0000
20	4	8.7549
0	1	0.0000
0	1	0.0000
0	1	0.0000
0	1	0.0000
4	2	2.3810
0	1	0.0000
0	1	0.0000
3	1	1.6667
0	1	0.0000
0	1	0.0000
12	6	6.4222
2	1	1.3333
0	1	0.0000
0	1	0.0000
0	1	0.0000
7	7	4.5299
1	1	1.0000
2	1	1.3333
2	1	1.3333
13	11	8.9548
0	1	0.0000
7	3	3.2727
1	2	1.3333
5	5	3.7143
0	1	0.0000
8	3	4.1209
0	1	0.0000
0	1	0.0000
21	7	8.3881
1	1	1.0000
1	1	1.0000
2	1	1.3333
0	1	0.0000
0	1	0.0000
5	2	2.7222
0	1	0.0000
2	1	1.3333
0	1	0.0000
10	3	4.6784
4	2	2.7143
0	1	0.0000
1	1	1.0000
1	1	1.0000
1	1	1.0000
0	1	0.0000
9	4	4.9333
0	1	0.0000
0	1	0.0000
0	1	0.0000
0	1	0.0000
7	3	3.1538
5	3	3.4909
2	1	1.3333
0	1	0.0000
7	3	3.6471
0	1	0.0000
0	1	0.0000
2	3	1.8000
5	3	2.8333
1	2	1.3333
0	1	0.0000
2	2	1.6667
0	1	0.0000
2	1	1.3333
0	1	0.0000
0	1	0.0000
1	1	1.0000
0	1	0.0000
0	1	0.0000
9	4	5.5494
0	1	0.0000
5	2	2.3810
5	3	2.5556
7	2	3.3818
0	1	0.0000
0	1	0.0000
2	3	2.0667
0	1	0.0000
1	1	1.0000
0	1	0.0000
5	3	3.1970
5	5	3.1026
8	3	3.5833
1	1	1.0000
0	1	0.0000
0	1	0.0000
9	8	6.2939
5	3	3.6364
0	1	0.0000
26	8	12.3527
0	1	0.0000
0	1	0.0000
2	2	1.6667
0	1	0.0000
0	1	0.0000
6	3	3.9451
0	1	0.0000
10	4	4.6684
2	2	1.8000
0	1	0.0000
6	4	3.6154
0	1	0.0000
0	1	0.0000
22	11	11.8570
1	1	1.0000
3	1	1.6667
41	19	16.2448
7	2	3.8182
7	4	3.5294
13	4	6.1161
44	27	25.1066
8	3	3.5238
0	1	0.0000
1	1	1.0000
0	1	0.0000
0	1	0.0000
0	1	0.0000
8	4	5.3080
10	5	5.6621
2	2	1.5000
0	1	0.0000
0	1	0.0000
0	1	0.0000
2	2	1.6667
3	1	1.6667
0	1	0.0000
1	1	1.0000
2	1	1.3333
5	2	3.0000
3	2	2.3333
4	2	2.0667
0	1	0.0000
0	1	0.0000
0	1	0.0000
1	1	1.0000
2	3	2.1333
0	1	0.0000
0	1	0.0000
7	4	3.3077
1	1	1.0000
0	1	0.0000
13	9	8.1781
1	1	1.0000
0	1	0.0000
0	1	0.0000
10	8	6.6621
5	3	2.9091
4	2	2.1905
13	4	5.5400
0	1	0.0000
9	7	6.6551
5	3	2.8727
5	2	2.4762
2	2	1.6667
2	2	1.5000
0	1	0.0000
3	3	2.2857
0	1	0.0000
0	1	0.0000
1	1	1.0000
1	2	1.3333
5	6	3.1282
1	1	1.0000
1	1	1.0000
0	1	0.0000
0	1	0.0000
8	4	4.9746
3	3	2.0000
10	7	7.7112
0	1	0.0000
5	4	3.3077
0	1	0.0000
0	1	0.0000
3	2	2.0667
0	1	0.0000
1	1	1.0000
0	1	0.0000
0	1	0.0000
23	6	9.1215
3	1	1.6667
16	6	6.5308
0	1	0.0000
6	2	2.9556
1	2	1.3333
1	1	1.0000
4	2	2.3810
0	1	0.0000
2	2	1.6667
0	1	0.0000
0	1	0.0000
5	3	3.6970
0	1	0.0000
17	6	8.3498
25	12	12.9192
12	20	8.8367
9	6	4.4585
1	1	1.0000
0	1	0.0000
0	1	0.0000
0	1	0.0000
6	2	2.7143
4	2	2.3333
2	1	1.3333
0	1	0.0000
0	1	0.0000
3	2	1.8000
15	8	6.8444
0	1	0.0000
11	4	4.4211
0	1	0.0000
0	1	0.0000
10	6	5.4435
2	1	1.3333
0	1	0.0000
0	1	0.0000
0	1	0.0000
2	1	1.3333
0	1	0.0000
0	1	0.0000
0	1	0.0000
0	1	0.0000
2	3	2.1333
0	1	0.0000
0	1	0.0000
0	1	0.0000
1	1	1.0000
1	3	1.5000
1	2	1.3333
0	1	0.0000
2	2	1.6667
5	4	3.7802
2	3	1.8000
8	4	4.2500
0	1	0.0000
2	2	1.5000
0	1	0.0000
37	12	16.5392
2	1	1.3333
0	1	0.0000
2	1	1.3333
5	3	2.3929
0	1	0.0000
3	2	1.8000
15	6	6.9779
1	2	1.3333
6	5	4.3856
0	1	0.0000
0	1	0.0000
0	1	0.0000
0	1	0.0000
2	2	1.6667
0	1	0.0000
1	1	1.0000
0	1	0.0000
0	1	0.0000
0	1	0.0000
0	1	0.0000
0	1	0.0000
0	1	0.0000
4	3	2.6786
1	2	1.3333
14	9	8.1876
0	1	0.0000
0	1	0.0000
0	1	0.0000
2	1	1.3333
16	7	7.9787
6	4	4.4902
0	1	0.0000
1	1	1.0000
0	1	0.0000
0	1	0.0000
4	5	2.8462
1	1	1.0000
2	1	1.3333
15	7	7.2338
7	5	4.8824
0	1	0.0000
0	1	0.0000
0	1	0.0000
2	1	1.3333
0	1	0.0000
1	1	1.0000
2	1	1.3333
5	3	3.2364
0	1	0.0000
0	1	0.0000
0	1	0.0000
1	1	1.0000
0	1	0.0000
0	1	0.0000
13	4	5.8891
4	6	3.3833
3	2	2.1333
0	1	0.0000
0	1	0.0000
5	2	3.3111
0	1	0.0000
2	2	1.6667
8	3	4.2967
0	1	0.0000
0	1	0.0000
20	11	12.2779
0	1	0.0000
0	1	0.0000
3	4	2.7222
0	1	0.0000
2	1	1.3333
0	1	0.0000
20	8	9.6896
0	1	0.0000
24	11	10.8597
3	2	1.8000
0	1	0.0000
8	3	4.8088
1	1	1.0000
4	2	2.1333
5	1	2.3333
0	1	0.0000
1	2	1.3333
1	1	1.0000
1	2	1.3333
3	1	1.6667
0	1	0.0000
4	2	2.3333
1	1	1.0000
2	2	1.5000
0	1	0.0000
0	1	0.0000
0	1	0.0000
0	1	0.0000
2	1	1.3333
2	2	1.6667
28	11	16.3248
16	18	11.1525
6	3	3.8974
0	1	0.0000
1	1	1.0000
0	1	0.0000
1	3	1.5000
1	1	1.0000
0	1	0.0000
0	1	0.0000
0	1	0.0000
2	1	1.3333
10	3	4.6209
0	1	0.0000
0	1	0.0000
0	1	0.0000
2	1	1.3333
2	1	1.3333
3	2	2.3333
0	1	0.0000
1	1	1.0000
24	6	10.6605
0	1	0.0000
4	3	2.4444
1	2	1.3333
0	1	0.0000
0	1	0.0000
9	4	4.9638
5	2	2.3810
0	1	0.0000
0	1	0.0000
2	2	1.5000
0	1	0.0000
20	12	10.4574
0	1	0.0000
0	1	0.0000
0	1	0.0000
7	10	6.0270
4	2	2.6667
0	1	0.0000
0	1	0.0000
2	1	1.3333
2	1	1.3333
2	1	1.3333
0	1	0.0000
3	2	1.9333
0	1	0.0000
3	1	1.6667
6	4	3.6154
5	3	2.6111
2	2	1.6667
1	2	1.3333
0	1	0.0000
1	1	1.0000
0	1	0.0000
3	1	1.6667
31	10	15.4245
0	1	0.0000
0	1	0.0000
2	1	1.3333
1	1	1.0000
1	1	1.0000
14	6	7.4222
0	1	0.0000
8	3	4.1758
0	1	0.0000
6	2	2.7778
13	16	8.5361
0	1	0.0000
3	1	1.6667
5	3	2.4444
20	10	11.6697
0	1	0.0000
0	1	0.0000
0	1	0.0000
0	1	0.0000
2	1	1.3333
0	1	0.0000
6	4	3.2821
2	2	1.6667
1	2	1.3333
0	1	0.0000
0	1	0.0000
0	1	0.0000
6	3	3.1636
0	1	0.0000
21	9	11.1552
1	1	1.0000
1	1	1.0000
0	1	0.0000
1	1	1.0000
0	1	0.0000
10	4	4.7526
2	2	1.5000
0	1	0.0000
2	2	1.6667
9	3	5.1324
0	1	0.0000
0	1	0.0000
0	1	0.0000
0	1	0.0000
0	1	0.0000
0	1	0.0000
0	1	0.0000
6	3	3.3846
0	1	0.0000
0	1	0.0000
1	2	1.3333
1	1	1.0000
0	1	0.0000
2	2	1.8000
0	1	0.0000
0	1	0.0000
8	3	4.6095
6	5	3.4476
0	1	0.0000
16	5	7.6547
0	1	0.0000
2	1	1.3333
8	5	5.6533
10	6	5.9412
3	1	1.6667
0	1	0.0000
2	1	1.3333
16	8	7.0493
0	1	0.0000
0	1	0.0000
2	1	1.3333
0	1	0.0000
3	2	1.8000
2	3	1.8000
1	1	1.0000
3	3	2.6667
0	1	0.0000
16	4	6.7311
0	1	0.0000
0	1	0.0000
0	1	0.0000
0	1	0.0000
11	4	5.5714
4	2	2.3810
2	2	1.6667
3	2	2.6667
0	1	0.0000
0	1	0.0000
0	1	0.0000
2	1	1.3333
0	1	0.0000
10	4	5.0580
0	1	0.0000
10	5	4.8492
1	2	1.3333
0	1	0.0000
1	1	1.0000
0	1	0.0000
0	1	0.0000
8	4	3.9567
1	1	1.0000
0	1	0.0000
1	1	1.0000
2	1	1.3333
1	1	1.0000
17	11	12.1302
0	1	0.0000
4	3	2.7143
5	3	2.6000
5	1	2.3333
1	1	1.0000
5	3	3.1636
0	1	0.0000
5	4	3.2564
2	1	1.3333
0	1	0.0000
0	1	0.0000
1	1	1.0000
0	1	0.0000
2	1	1.3333
0	1	0.0000
5	3	3.7424
0	1	0.0000
1	1	1.0000
0	1	0.0000
0	1	0.0000
0	1	0.0000
6	4	3.2364
1	1	1.0000
0	1	0.0000
6	3	2.8667
1	1	1.0000
4	3	2.1905
8	4	4.1737
1	3	1.5000
2	2	1.6667
1	1	1.0000
4	1	2.0000
0	1	0.0000
6	7	3.4853
3	2	2.0667
0	1	0.0000
1	1	1.0000
0	1	0.0000
6	2	3.4000
2	1	1.3333
0	1	0.0000
0	1	0.0000
24	14	11.7200
3	2	2.0000
10	8	6.3670
3	3	2.4286
0	1	0.0000
0	1	0.0000
0	1	0.0000
0	1	0.0000
1	1	1.0000
6	3	2.8889
3	2	1.8000
10	7	5.7433
0	1	0.0000
12	4	7.6456
14	6	6.1742
0	1	0.0000
0	1	0.0000
0	1	0.0000
0	1	0.0000
1	1	1.0000
3	4	2.7333
1	1	1.0000
0	1	0.0000
12	2	4.6917
2	1	1.3333
5	1	2.3333
19	5	7.7909
3	1	1.6667
0	1	0.0000
1	1	1.0000
0	1	0.0000
0	1	0.0000
2	1	1.3333
0	1	0.0000
15	7	7.8040
0	1	0.0000
0	1	0.0000
7	4	3.4559
0	1	0.0000
0	1	0.0000
0	1	0.0000
0	1	0.0000
2	1	1.3333
0	1	0.0000
7	4	3.7833
0	1	0.0000
3	3	2.3810
0	1	0.0000
0	1	0.0000
0	1	0.0000
0	1	0.0000
16	6	8.1365
14	7	6.5717
0	1	0.0000
0	1	0.0000
0	1	0.0000
1	2	1.3333
0	1	0.0000
0	1	0.0000
0	1	0.0000
3	1	1.6667
0	1	0.0000
11	3	4.8961
11	5	4.9486
0	1	0.0000
6	2	3.1778
0	1	0.0000
0	1	0.0000
0	1	0.0000
4	2	2.6667
0	1	0.0000
8	4	4.0789
0	1	0.0000
3	3	2.0000
1	1	1.0000
1	1	1.0000
1	1	1.0000
0	1	0.0000
1	1	1.0000
8	6	4.8623
1	1	1.0000
3	1	1.6667
4	3	2.8889
2	1	1.3333
2	1	1.3333
0	1	0.0000
2	1	1.3333
0	1	0.0000
0	1	0.0000
11	8	7.3913
1	1	1.0000
9	9	4.6995
1	1	1.0000
2	1	1.3333
0	1	0.0000
0	1	0.0000
0	1	0.0000
5	1	2.3333
1	1	1.0000
0	1	0.0000
0	1	0.0000
0	1	0.0000
0	1	0.0000
0	1	0.0000
1	1	1.0000
0	1	0.0000
12	5	7.0923
6	4	3.1636
0	1	0.0000
0	1	0.0000
2	1	1.3333
6	2	2.6786
0	1	0.0000
14	5	6.9882
0	1	0.0000
0	1	0.0000
10	2	4.0440
0	1	0.0000
2	3	1.8000
1	1	1.0000
0	1	0.0000
0	1	0.0000
0	1	0.0000
3	3	2.5714
0	1	0.0000
10	9	5.0390
0	1	0.0000
0	1	0.0000
2	2	1.5000
7	3	3.9487
0	1	0.0000
0	1	0.0000
7	3	3.3333
3	1	1.6667
2	3	2.0667
5	3	3.0667
4	3	2.8214
0	1	0.0000
7	4	4.8667
15	4	6.9501
8	7	4.7196
0	1	0.0000
5	4	4.4412
1	1	1.0000
0	1	0.0000
3	4	2.2500
14	4	6.7773
0	1	0.0000
6	3	3.5128
5	2	2.5714
4	2	2.3810
0	1	0.0000
0	1	0.0000
0	1	0.0000
2	1	1.3333
0	1	0.0000
1	1	1.0000
0	1	0.0000
0	1	0.0000
1	1	1.0000
1	1	1.0000
3	2	2.0667
0	1	0.0000
2	1	1.3333
1	1	1.0000
3	2	2.0667
1	1	1.0000
1	1	1.0000
0	1	0.0000
5	2	2.7143
5	3	2.9455
0	1	0.0000
11	5	5.3547
5	2	2.4286
9	3	4.9281
1	1	1.0000
2	2	1.6667
8	2	3.8788
0	1	0.0000
0	1	0.0000
0	1	0.0000
4	3	2.6444
0	1	0.0000
17	8	8.6359
0	1	0.0000
0	1	0.0000
3	2	1.8000
3	4	2.9455
0	1	0.0000
1	1	1.0000
0	1	0.0000
8	5	4.8312
0	1	0.0000
26	19	17.3081
5	2	2.3810
16	5	7.2145
1	3	1.5000
8	6	5.4800
1	1	1.0000
1	2	1.3333
6	4	3.1026
22	14	14.6869
2	1	1.3333
6	4	4.3250
4	2	2.2857
2	1	1.3333
1	1	1.0000
6	3	3.0889
3	3	2.1333
0	1	0.0000
3	4	2.4222
0	1	0.0000
0	1	0.0000
1	1	1.0000
0	1	0.0000
0	1	0.0000
9	4	5.1569
11	5	6.5425
0	1	0.0000
3	2	1.9333
10	5	4.5534
1	1	1.0000
7	2	3.7033
2	1	1.3333
11	6	6.7524
0	1	0.0000
1	1	1.0000
8	3	4.3583
17	4	7.1231
0	1	0.0000
0	1	0.0000
4	4	2.5333
0	1	0.0000
4	2	2.2857
1	1	1.0000
2	1	1.3333
10	5	5.3446
1	2	1.3333
0	1	0.0000
1	1	1.0000
0	1	0.0000
0	1	0.0000
1	1	1.0000
0	1	0.0000
0	1	0.0000
5	3	3.7727
0	1	0.0000
0	1	0.0000
3	5	2.6111
0	1	0.0000
2	3	1.8000
1	1	1.0000
0	1	0.0000
1	1	1.0000
2	2	1.6667
0	1	0.0000
0	1	0.0000
0	1	0.0000
0	1	0.0000
0	1	0.0000
2	2	1.5000
2	1	1.3333
0	1	0.0000
0	1	0.0000
1	1	1.0000
0	1	0.0000
0	1	0.0000
2	1	1.3333
5	2	2.4762
9	7	5.1402
1	1	1.0000
8	3	3.7905
0	1	0.0000
0	1	0.0000
2	2	1.6667
0	1	0.0000
8	6	3.9740
1	1	1.0000
0	1	0.0000
5	5	3.6154
0	1	0.0000
2	1	1.3333
0	1	0.0000
2	1	1.3333
0	1	0.0000
0	1	0.0000
0	1	0.0000
0	1	0.0000
7	3	2.9778
5	3	3.8718
0	1	0.0000
0	1	0.0000
4	3	3.1778
2	1	1.3333
9	3	3.7667
0	1	0.0000
0	1	0.0000
2	3	1.6000
4	3	2.2778
4	4	2.2778
3	2	1.8000
0	1	0.0000
2	2	1.6667
0	1	0.0000
2	2	2.0000
14	6	6.7659
4	4	3.2821
0	1	0.0000
2	1	1.3333
6	2	2.6786
0	1	0.0000
31	7	11.5952
0	1	0.0000
4	4	3.2564
2	1	1.3333
2	1	1.3333
0	1	0.0000
0	1	0.0000
0	1	0.0000
0	1	0.0000
1	1	1.0000
0	1	0.0000
14	5	7.2987
0	1	0.0000
13	9	7.9157
3	1	1.6667
2	1	1.3333
0	1	0.0000
0	1	0.0000
2	1	1.3333
3	4	2.2778
0	1	0.0000
0	1	0.0000
2	2	1.8000
0	1	0.0000
0	1	0.0000
0	1	0.0000
0	1	0.0000
3	4	2.4222
0	1	0.0000
0	1	0.0000
0	1	0.0000
3	1	1.6667
0	1	0.0000
0	1	0.0000
1	1	1.0000
0	1	0.0000
2	2	1.6667
2	2	1.8000
0	1	0.0000
4	2	2.2857
3	1	1.6667
2	1	1.3333
7	3	3.1364
11	3	4.7712
2	1	1.3333
4	2	2.1333
7	3	3.5128
0	1	0.0000
8	2	3.9487
2	1	1.3333
0	1	0.0000
0	1	0.0000
0	1	0.0000
0	1	0.0000
1	1	1.0000
0	1	0.0000
29	10	12.6179
0	1	0.0000
1	1	1.0000
3	2	2.3333
1	1	1.0000
5	2	2.7778
0	1	0.0000
0	1	0.0000
0	1	0.0000
3	1	1.6667
9	2	4.1795
0	1	0.0000
6	2	2.7143
0	1	0.0000
1	2	1.3333
1	1	1.0000
21	5	8.6578
5	2	3.8545
0	1	0.0000
3	3	2.2857
1	1	1.0000
11	7	6.9210
1	3	1.5000
6	2	2.8889
0	1	0.0000
6	4	3.0256
0	1	0.0000
0	1	0.0000
1	1	1.0000
2	2	1.8000
1	1	1.0000
0	1	0.0000
0	1	0.0000
2	2	1.6667
2	2	1.6667
2	1	1.3333
0	1	0.0000
10	4	4.4118
1	1	1.0000
1	1	1.0000
0	1	0.0000
0	1	0.0000
0	1	0.0000
0	1	0.0000
6	3	3.9667
0	1	0.0000
2	1	1.3333
0	1	0.0000
0	1	0.0000
3	1	1.6667
23	7	9.7250
0	1	0.0000
8	4	3.5833
5	2	2.4286
1	1	1.0000
0	1	0.0000
5	5	4.0234
3	2	2.2857
7	3	3.9697
2	1	1.3333
0	1	0.0000
1	1	1.0000
0	1	0.0000
4	4	2.8333
5	4	3.5128
0	1	0.0000
13	8	8.2549
0	1	0.0000
4	4	3.2821
0	1	0.0000
0	1	0.0000
0	1	0.0000
1	1	1.0000
2	1	1.3333
0	1	0.0000
2	2	1.5000
0	1	0.0000
4	6	3.6583
0	1	0.0000
6	3	3.5273
0	1	0.0000
0	1	0.0000
1	1	1.0000
9	4	5.1051
0	1	0.0000
0	1	0.0000
0	1	0.0000
16	4	6.9459
3	4	1.9048
1	1	1.0000
2	1	1.3333
0	1	0.0000
3	2	2.0000
7	2	3.2000
2	3	1.8000
1	1	1.0000
26	7	12.6946
0	1	0.0000
3	1	1.6667
0	1	0.0000
2	1	1.3333
0	1	0.0000
1	1	1.0000
3	1	1.6667
2	1	1.3333
0	1	0.0000
0	1	0.0000
2	1	1.3333
0	1	0.0000
0	1	0.0000
7	4	4.3860
1	1	1.0000
2	1	1.3333
1	1	1.0000
11	4	5.1262
9	7	5.9222
1	1	1.0000
0	1	0.0000
1	1	1.0000
3	2	1.8000
0	1	0.0000
1	1	1.0000
8	3	3.6571
5	3	2.5357
1	2	1.3333
0	1	0.0000
12	6	5.3498
9	7	5.7197
1	1	1.0000
2	1	1.3333
0	1	0.0000
2	1	1.3333
0	1	0.0000
0	1	0.0000
1	1	1.0000
1	1	1.0000
0	1	0.0000
0	1	0.0000
29	15	14.1873
13	9	8.4897
4	4	2.8727
3	3	2.0952
0	1	0.0000
0	1	0.0000
0	1	0.0000
5	4	3.0303
0	1	0.0000
0	1	0.0000
0	1	0.0000
32	13	14.7138
0	1	0.0000
3	2	1.8000
2	1	1.3333
2	1	1.3333
6	2	2.7222
9	3	4.1637
0	1	0.0000
10	3	4.1905
15	4	6.2134
15	3	6.0099
1	1	1.0000
8	5	4.2190
0	1	0.0000
6	2	2.7143
3	3	2.4762
0	1	0.0000
13	6	6.2518
1	1	1.0000
6	4	3.2000
22	8	10.5506
0	1	0.0000
6	2	3.1778
0	1	0.0000
0	1	0.0000
0	1	0.0000
1	1	1.0000
2	1	1.3333
0	1	0.0000
0	1	0.0000
2	2	1.5000
0	1	0.0000
0	1	0.0000
1	2	1.3333
0	1	0.0000
3	2	2.4762
1	1	1.0000
0	1	0.0000
3	1	1.6667
5	3	2.6444
0	1	0.0000
0	1	0.0000
1	1	1.0000
0	1	0.0000
0	1	0.0000
2	2	1.6667
0	1	0.0000
2	3	1.8000
0	1	0.0000
0	1	0.0000
1	1	1.0000
0	1	0.0000
5	2	2.7143
1	1	1.0000
7	2	3.1333
0	1	0.0000
1	1	1.0000
7	6	4.8225
2	2	1.8000
3	1	1.6667
0	1	0.0000
0	1	0.0000
3	1	1.6667
0	1	0.0000
1	1	1.0000
0	1	0.0000
0	1	0.0000
7	1	3.0000
1	1	1.0000
1	1	1.0000
1	1	1.0000
0	1	0.0000
0	1	0.0000
0	1	0.0000
0	1	0.0000
1	1	1.0000
0	1	0.0000
2	1	1.3333
0	1	0.0000
0	1	0.0000
0	1	0.0000
1	1	1.0000
1	2	1.3333
21	7	8.9405
2	2	1.8000
7	3	3.2727
0	1	0.0000
2	1	1.3333
11	6	5.5746
4	2	2.0667
4	3	2.6111
5	4	3.7473
0	1	0.0000
0	1	0.0000
10	5	5.1267
3	2	1.8000
2	2	2.0000
0	1	0.0000
2	1	1.3333
7	4	4.1167
1	1	1.0000
6	5	4.5143
0	1	0.0000
3	1	1.6667
0	1	0.0000
0	1	0.0000
0	1	0.0000
4	2	2.3810
