Depth	breadth\Structural Virality
4	1	2.0000
0	1	0.0000
3	2	2.0000
0	1	0.0000
0	1	0.0000
8	4	4.2833
1	1	1.0000
0	1	0.0000
0	1	0.0000
0	1	0.0000
1	1	1.0000
1	1	1.0000
0	1	0.0000
1	1	1.0000
0	1	0.0000
0	1	0.0000
1	1	1.0000
6	2	2.9111
0	1	0.0000
1	1	1.0000
0	1	0.0000
5	2	2.3810
5	3	2.7333
3	3	1.8667
5	2	2.5000
0	1	0.0000
0	1	0.0000
0	1	0.0000
0	1	0.0000
2	1	1.3333
0	1	0.0000
0	1	0.0000
3	2	1.8000
3	1	1.6667
2	3	2.0667
13	2	5.6762
0	1	0.0000
0	1	0.0000
0	1	0.0000
0	1	0.0000
1	1	1.0000
1	3	1.5000
10	9	6.7897
2	2	1.6667
1	1	1.0000
2	1	1.3333
1	1	1.0000
2	1	1.3333
1	1	1.0000
0	1	0.0000
1	2	1.3333
3	2	1.8000
0	1	0.0000
1	1	1.0000
0	1	0.0000
0	1	0.0000
5	3	2.7222
5	8	4.4877
1	4	1.6000
1	1	1.0000
1	1	1.0000
0	1	0.0000
3	1	1.6667
1	1	1.0000
10	7	6.8404
1	1	1.0000
0	1	0.0000
3	2	2.0000
5	2	2.6667
0	1	0.0000
1	1	1.0000
1	1	1.0000
0	1	0.0000
0	1	0.0000
2	2	1.6667
0	1	0.0000
0	1	0.0000
2	1	1.3333
2	1	1.3333
5	2	2.3810
0	1	0.0000
2	2	1.5000
0	1	0.0000
10	2	3.9744
0	1	0.0000
2	3	1.8667
1	1	1.0000
0	1	0.0000
0	1	0.0000
1	1	1.0000
0	1	0.0000
0	1	0.0000
0	1	0.0000
7	4	4.1170
0	1	0.0000
0	1	0.0000
0	1	0.0000
1	1	1.0000
5	2	2.7778
0	1	0.0000
0	1	0.0000
6	1	2.6667
1	1	1.0000
2	1	1.3333
0	1	0.0000
0	1	0.0000
7	3	4.2476
4	3	2.0952
0	1	0.0000
0	1	0.0000
3	1	1.6667
0	1	0.0000
0	1	0.0000
4	3	2.6111
5	3	3.1636
0	1	0.0000
1	1	1.0000
0	1	0.0000
0	1	0.0000
2	2	1.5000
0	1	0.0000
0	1	0.0000
11	4	4.9870
1	1	1.0000
0	1	0.0000
0	1	0.0000
3	2	2.0000
0	1	0.0000
7	2	3.0000
10	3	5.2355
1	2	1.3333
1	1	1.0000
0	1	0.0000
0	1	0.0000
0	1	0.0000
2	1	1.3333
7	5	4.6017
6	1	2.6667
8	2	3.9429
0	1	0.0000
0	1	0.0000
0	1	0.0000
4	3	2.4286
0	1	0.0000
0	1	0.0000
0	1	0.0000
3	2	2.6667
2	1	1.3333
0	1	0.0000
0	1	0.0000
1	1	1.0000
0	1	0.0000
1	1	1.0000
0	1	0.0000
4	2	2.1333
0	1	0.0000
1	1	1.0000
6	3	3.4091
1	1	1.0000
0	1	0.0000
3	2	2.0000
0	1	0.0000
0	1	0.0000
1	1	1.0000
0	1	0.0000
0	1	0.0000
4	3	2.8364
0	1	0.0000
0	1	0.0000
17	6	7.3030
4	1	2.0000
0	1	0.0000
2	1	1.3333
0	1	0.0000
1	3	1.5000
1	2	1.3333
0	1	0.0000
5	2	2.7333
0	1	0.0000
4	3	2.4762
1	2	1.3333
2	1	1.3333
2	2	1.6667
1	1	1.0000
0	1	0.0000
1	2	1.3333
0	1	0.0000
1	1	1.0000
1	1	1.0000
0	1	0.0000
0	1	0.0000
0	1	0.0000
2	1	1.3333
1	2	1.3333
9	3	4.2549
1	1	1.0000
1	1	1.0000
7	3	4.1795
12	3	5.7379
1	1	1.0000
0	1	0.0000
4	4	2.7576
10	6	5.5847
3	1	1.6667
9	5	4.9935
3	3	2.3810
0	1	0.0000
2	2	1.6667
0	1	0.0000
0	1	0.0000
2	1	1.3333
5	2	2.8889
2	1	1.3333
0	1	0.0000
2	2	1.6667
2	3	2.1333
1	1	1.0000
0	1	0.0000
2	1	1.3333
0	1	0.0000
0	1	0.0000
0	1	0.0000
0	1	0.0000
0	1	0.0000
2	1	1.3333
0	1	0.0000
0	1	0.0000
2	3	2.1333
0	1	0.0000
1	1	1.0000
0	1	0.0000
0	1	0.0000
3	2	2.0667
3	1	1.6667
7	1	3.0000
0	1	0.0000
0	1	0.0000
0	1	0.0000
1	1	1.0000
0	1	0.0000
1	1	1.0000
2	1	1.3333
0	1	0.0000
0	1	0.0000
3	3	2.0000
0	1	0.0000
0	1	0.0000
4	3	2.2857
0	1	0.0000
1	1	1.0000
0	1	0.0000
1	1	1.0000
0	1	0.0000
0	1	0.0000
0	1	0.0000
0	1	0.0000
1	1	1.0000
7	2	3.6923
4	2	2.3810
5	3	3.0444
1	1	1.0000
2	1	1.3333
8	4	4.6476
1	2	1.3333
0	1	0.0000
3	2	1.8000
0	1	0.0000
0	1	0.0000
0	1	0.0000
4	4	3.2273
0	1	0.0000
0	1	0.0000
0	1	0.0000
1	1	1.0000
0	1	0.0000
0	1	0.0000
1	2	1.3333
0	1	0.0000
1	1	1.0000
1	2	1.3333
2	1	1.3333
0	1	0.0000
4	1	2.0000
5	3	3.6515
3	1	1.6667
0	1	0.0000
0	1	0.0000
0	1	0.0000
2	5	2.2778
0	1	0.0000
1	1	1.0000
0	1	0.0000
0	1	0.0000
1	2	1.3333
6	2	2.7143
3	3	1.8667
3	1	1.6667
2	1	1.3333
4	3	2.3889
0	1	0.0000
0	1	0.0000
8	4	4.3500
0	1	0.0000
0	1	0.0000
0	1	0.0000
1	1	1.0000
0	1	0.0000
3	3	2.1905
2	2	1.6667
2	2	2.0000
1	1	1.0000
0	1	0.0000
2	2	1.6667
0	1	0.0000
3	2	2.0667
0	1	0.0000
0	1	0.0000
0	1	0.0000
0	1	0.0000
1	1	1.0000
1	1	1.0000
1	1	1.0000
0	1	0.0000
3	2	2.0000
0	1	0.0000
1	1	1.0000
1	1	1.0000
3	2	2.0000
0	1	0.0000
4	3	2.4762
1	1	1.0000
0	1	0.0000
4	3	2.8667
0	1	0.0000
3	1	1.6667
1	1	1.0000
0	1	0.0000
0	1	0.0000
0	1	0.0000
3	3	2.1333
2	1	1.3333
8	6	4.5029
1	1	1.0000
2	1	1.3333
0	1	0.0000
1	1	1.0000
0	1	0.0000
1	1	1.0000
6	2	2.8889
2	2	1.5000
0	1	0.0000
4	3	2.7111
1	1	1.0000
0	1	0.0000
0	1	0.0000
2	2	1.6667
4	3	2.6786
5	2	2.6667
0	1	0.0000
2	1	1.3333
2	1	1.3333
12	5	5.8246
2	2	1.6667
5	2	3.1333
0	1	0.0000
0	1	0.0000
0	1	0.0000
0	1	0.0000
1	2	1.3333
0	1	0.0000
5	2	2.3810
2	2	1.6667
16	6	7.8439
0	1	0.0000
0	1	0.0000
0	1	0.0000
1	1	1.0000
4	2	2.0667
0	1	0.0000
0	1	0.0000
0	1	0.0000
0	1	0.0000
3	3	1.8667
0	1	0.0000
1	2	1.3333
3	3	2.3810
3	1	1.6667
7	3	3.6515
0	1	0.0000
4	2	2.0667
3	3	2.7143
0	1	0.0000
4	1	2.0000
4	3	2.2857
0	1	0.0000
0	1	0.0000
2	2	1.6667
0	1	0.0000
5	2	2.5357
0	1	0.0000
1	1	1.0000
0	1	0.0000
2	1	1.3333
3	2	1.9333
0	1	0.0000
0	1	0.0000
0	1	0.0000
4	2	2.0667
0	1	0.0000
0	1	0.0000
2	2	1.8000
5	3	2.3929
0	1	0.0000
0	1	0.0000
5	1	2.3333
0	1	0.0000
0	1	0.0000
2	1	1.3333
0	1	0.0000
0	1	0.0000
5	2	2.3810
11	5	6.0385
1	2	1.3333
7	4	4.5294
0	1	0.0000
2	2	1.6667
4	2	2.5714
0	1	0.0000
0	1	0.0000
0	1	0.0000
3	1	1.6667
1	1	1.0000
1	2	1.3333
0	1	0.0000
0	1	0.0000
8	3	4.0583
0	1	0.0000
4	2	2.1905
6	3	2.8000
0	1	0.0000
0	1	0.0000
0	1	0.0000
3	2	2.2857
0	1	0.0000
1	1	1.0000
0	1	0.0000
0	1	0.0000
0	1	0.0000
0	1	0.0000
3	3	2.1333
2	1	1.3333
11	5	5.5442
3	1	1.6667
8	4	4.4118
1	1	1.0000
1	2	1.3333
4	3	2.7143
0	1	0.0000
0	1	0.0000
0	1	0.0000
2	1	1.3333
0	1	0.0000
0	1	0.0000
1	1	1.0000
1	2	1.3333
0	1	0.0000
0	1	0.0000
6	5	4.1754
0	1	0.0000
1	1	1.0000
2	1	1.3333
0	1	0.0000
2	2	1.6667
0	1	0.0000
0	1	0.0000
1	1	1.0000
1	1	1.0000
0	1	0.0000
7	2	3.6154
4	2	2.3810
2	2	1.5000
6	4	3.9150
0	1	0.0000
0	1	0.0000
0	1	0.0000
9	7	4.8043
2	3	1.8000
0	1	0.0000
0	1	0.0000
0	1	0.0000
1	1	1.0000
0	1	0.0000
2	1	1.3333
1	1	1.0000
1	3	1.5000
3	2	2.0000
2	2	1.6667
4	3	2.1905
0	1	0.0000
2	2	1.8000
0	1	0.0000
10	3	4.4952
0	1	0.0000
2	2	1.6667
7	2	3.4182
1	1	1.0000
3	1	1.6667
2	1	1.3333
4	3	2.0952
5	4	3.5275
3	2	2.0667
0	1	0.0000
4	4	3.6923
0	1	0.0000
0	1	0.0000
2	2	1.6667
2	2	1.6667
0	1	0.0000
0	1	0.0000
0	1	0.0000
0	1	0.0000
0	1	0.0000
0	1	0.0000
10	2	4.5882
7	4	3.9810
0	1	0.0000
4	3	2.6111
0	1	0.0000
1	1	1.0000
0	1	0.0000
2	2	1.6667
1	1	1.0000
2	1	1.3333
0	1	0.0000
0	1	0.0000
0	1	0.0000
5	2	2.9556
0	1	0.0000
0	1	0.0000
3	2	1.8000
5	2	2.6786
0	1	0.0000
0	1	0.0000
2	2	1.8000
2	2	1.6667
2	1	1.3333
3	2	2.0000
0	1	0.0000
9	5	4.2381
0	1	0.0000
2	3	1.8000
0	1	0.0000
0	1	0.0000
1	1	1.0000
2	2	1.5000
0	1	0.0000
0	1	0.0000
5	3	2.9455
0	1	0.0000
8	4	4.4783
1	1	1.0000
0	1	0.0000
0	1	0.0000
4	2	2.7143
1	1	1.0000
3	2	1.8000
7	3	3.8917
1	1	1.0000
0	1	0.0000
1	1	1.0000
3	1	1.6667
0	1	0.0000
1	1	1.0000
0	1	0.0000
2	1	1.3333
3	4	2.6222
9	3	4.7974
0	1	0.0000
7	3	3.5128
0	1	0.0000
0	1	0.0000
1	2	1.3333
4	2	2.1333
1	1	1.0000
1	1	1.0000
1	1	1.0000
2	1	1.3333
9	2	3.8681
13	5	6.3243
12	5	6.1364
0	1	0.0000
0	1	0.0000
2	2	1.6667
0	1	0.0000
6	3	2.6667
0	1	0.0000
7	5	4.1976
1	1	1.0000
0	1	0.0000
2	1	1.3333
0	1	0.0000
2	2	1.5000
0	1	0.0000
3	1	1.6667
8	4	4.4762
0	1	0.0000
0	1	0.0000
1	1	1.0000
4	3	2.5556
0	1	0.0000
3	2	1.8000
2	1	1.3333
3	2	2.0000
0	1	0.0000
0	1	0.0000
0	1	0.0000
0	1	0.0000
2	1	1.3333
0	1	0.0000
1	1	1.0000
0	1	0.0000
6	3	3.3455
1	2	1.3333
0	1	0.0000
4	2	2.1905
4	3	2.8364
1	1	1.0000
1	2	1.3333
0	1	0.0000
1	1	1.0000
12	4	5.5000
7	3	4.9559
1	1	1.0000
0	1	0.0000
21	8	11.4902
1	1	1.0000
4	6	3.5033
0	1	0.0000
5	2	2.4286
14	4	5.8701
2	2	1.6667
0	1	0.0000
0	1	0.0000
4	1	2.0000
4	3	2.1905
0	1	0.0000
0	1	0.0000
1	1	1.0000
0	1	0.0000
0	1	0.0000
17	5	7.1097
2	2	2.0000
0	1	0.0000
1	1	1.0000
1	1	1.0000
1	1	1.0000
1	3	1.5000
0	1	0.0000
0	1	0.0000
0	1	0.0000
5	2	2.6429
0	1	0.0000
0	1	0.0000
3	2	1.8000
1	1	1.0000
1	1	1.0000
3	3	1.8667
0	1	0.0000
1	2	1.3333
3	1	1.6667
0	1	0.0000
0	1	0.0000
1	1	1.0000
10	6	5.3744
3	3	2.1905
0	1	0.0000
4	2	2.6667
16	6	7.9439
0	1	0.0000
0	1	0.0000
0	1	0.0000
0	1	0.0000
3	1	1.6667
1	1	1.0000
6	4	2.8364
0	1	0.0000
0	1	0.0000
0	1	0.0000
3	4	2.0357
4	1	2.0000
1	1	1.0000
0	1	0.0000
0	1	0.0000
2	2	1.5000
28	9	10.4123
0	1	0.0000
1	1	1.0000
6	2	2.8889
9	3	4.4641
0	1	0.0000
0	1	0.0000
3	2	1.8000
3	2	2.0000
0	1	0.0000
1	1	1.0000
0	1	0.0000
1	1	1.0000
2	1	1.3333
0	1	0.0000
8	3	4.4250
0	1	0.0000
1	1	1.0000
2	3	1.8667
2	1	1.3333
1	1	1.0000
0	1	0.0000
1	1	1.0000
0	1	0.0000
0	1	0.0000
7	3	3.6593
2	1	1.3333
14	3	6.3085
0	1	0.0000
1	1	1.0000
7	3	3.4066
3	1	1.6667
0	1	0.0000
4	3	2.0952
3	1	1.6667
1	2	1.3333
0	1	0.0000
6	9	4.2108
1	1	1.0000
4	4	3.2727
3	3	1.8667
0	1	0.0000
1	1	1.0000
0	1	0.0000
0	1	0.0000
0	1	0.0000
0	1	0.0000
0	1	0.0000
1	1	1.0000
5	2	2.7222
11	8	5.5462
3	2	2.0667
0	1	0.0000
2	2	1.6667
2	2	2.0000
7	5	4.5619
0	1	0.0000
0	1	0.0000
1	1	1.0000
0	1	0.0000
1	1	1.0000
3	1	1.6667
2	3	2.1905
0	1	0.0000
2	1	1.3333
0	1	0.0000
2	1	1.3333
0	1	0.0000
0	1	0.0000
2	1	1.3333
0	1	0.0000
1	1	1.0000
2	2	1.5000
0	1	0.0000
24	8	10.3526
1	1	1.0000
0	1	0.0000
3	1	1.6667
2	1	1.3333
3	1	1.6667
0	1	0.0000
0	1	0.0000
0	1	0.0000
0	1	0.0000
4	2	2.1905
3	2	2.0667
0	1	0.0000
0	1	0.0000
0	1	0.0000
12	3	5.3030
3	2	2.0667
0	1	0.0000
0	1	0.0000
2	3	1.8000
0	1	0.0000
4	5	2.5641
1	1	1.0000
1	1	1.0000
0	1	0.0000
0	1	0.0000
1	1	1.0000
3	3	2.6786
2	3	1.8000
0	1	0.0000
0	1	0.0000
0	1	0.0000
0	1	0.0000
18	8	8.5665
0	1	0.0000
2	1	1.3333
0	1	0.0000
1	1	1.0000
1	1	1.0000
0	1	0.0000
2	2	1.6667
0	1	0.0000
1	1	1.0000
5	4	2.7111
1	2	1.3333
0	1	0.0000
1	1	1.0000
3	2	2.0667
1	1	1.0000
2	2	1.8000
1	2	1.3333
7	3	4.0750
0	1	0.0000
0	1	0.0000
5	1	2.3333
6	2	3.3333
2	2	1.6667
6	3	3.3077
0	1	0.0000
8	2	3.4697
4	2	2.1333
0	1	0.0000
0	1	0.0000
1	1	1.0000
0	1	0.0000
17	5	6.9915
1	1	1.0000
0	1	0.0000
5	3	2.4444
3	2	2.1905
1	2	1.3333
0	1	0.0000
0	1	0.0000
1	1	1.0000
0	1	0.0000
0	1	0.0000
0	1	0.0000
2	2	1.5000
1	1	1.0000
6	3	3.0606
1	1	1.0000
0	1	0.0000
1	1	1.0000
7	2	3.4872
0	1	0.0000
0	1	0.0000
0	1	0.0000
2	3	2.0667
2	1	1.3333
1	1	1.0000
0	1	0.0000
0	1	0.0000
0	1	0.0000
1	1	1.0000
2	2	1.6667
0	1	0.0000
2	1	1.3333
1	2	1.3333
0	1	0.0000
2	2	1.6667
21	5	10.0281
0	1	0.0000
3	3	2.5000
2	3	2.2857
3	2	2.0000
0	1	0.0000
2	1	1.3333
2	1	1.3333
1	1	1.0000
1	1	1.0000
0	1	0.0000
0	1	0.0000
0	1	0.0000
1	1	1.0000
6	3	3.5128
0	1	0.0000
0	1	0.0000
0	1	0.0000
1	1	1.0000
0	1	0.0000
0	1	0.0000
0	1	0.0000
1	1	1.0000
0	1	0.0000
14	5	6.2707
0	1	0.0000
1	1	1.0000
10	3	4.4706
2	1	1.3333
0	1	0.0000
2	2	1.6667
3	2	2.1905
1	1	1.0000
0	1	0.0000
6	6	4.7446
1	1	1.0000
8	7	5.6008
0	1	0.0000
3	3	2.1905
1	1	1.0000
0	1	0.0000
2	2	1.5000
0	1	0.0000
0	1	0.0000
6	3	3.2444
15	5	6.8750
0	1	0.0000
0	1	0.0000
0	1	0.0000
0	1	0.0000
8	5	5.3000
3	2	2.0000
11	5	5.5269
2	1	1.3333
1	1	1.0000
9	2	4.3626
1	1	1.0000
1	2	1.3333
0	1	0.0000
2	2	1.6667
4	2	2.1333
6	4	3.1212
0	1	0.0000
17	6	7.7082
6	3	2.9848
2	1	1.3333
0	1	0.0000
1	1	1.0000
0	1	0.0000
1	2	1.3333
0	1	0.0000
3	3	1.8667
11	5	5.6923
1	1	1.0000
0	1	0.0000
0	1	0.0000
0	1	0.0000
1	1	1.0000
1	1	1.0000
5	3	3.0667
1	1	1.0000
0	1	0.0000
1	1	1.0000
6	5	4.3743
1	1	1.0000
8	2	3.5909
0	1	0.0000
5	2	2.3810
0	1	0.0000
12	4	5.1810
3	3	1.8667
3	3	2.3810
1	1	1.0000
11	5	7.2762
8	4	3.7250
0	1	0.0000
2	1	1.3333
0	1	0.0000
11	8	5.5383
4	4	2.8364
0	1	0.0000
12	8	6.5220
1	1	1.0000
0	1	0.0000
0	1	0.0000
1	1	1.0000
1	1	1.0000
0	1	0.0000
1	1	1.0000
0	1	0.0000
0	1	0.0000
2	1	1.3333
1	2	1.3333
0	1	0.0000
2	1	1.3333
0	1	0.0000
10	7	5.6463
0	1	0.0000
1	1	1.0000
9	8	4.8034
0	1	0.0000
0	1	0.0000
8	3	4.2857
0	1	0.0000
0	1	0.0000
0	1	0.0000
2	3	1.8000
1	1	1.0000
0	1	0.0000
4	2	2.3810
1	1	1.0000
4	1	2.0000
1	1	1.0000
5	2	2.5714
5	3	3.5636
4	3	2.3889
0	1	0.0000
0	1	0.0000
0	1	0.0000
11	4	6.1281
3	2	2.0000
0	1	0.0000
0	1	0.0000
2	1	1.3333
0	1	0.0000
8	7	5.1333
1	1	1.0000
1	1	1.0000
5	2	2.5714
3	2	2.0000
0	1	0.0000
2	2	2.0000
2	1	1.3333
1	1	1.0000
0	1	0.0000
2	2	1.8000
3	1	1.6667
0	1	0.0000
2	1	1.3333
0	1	0.0000
1	1	1.0000
0	1	0.0000
0	1	0.0000
0	1	0.0000
0	1	0.0000
0	1	0.0000
4	2	2.0667
1	3	1.5000
0	1	0.0000
0	1	0.0000
11	3	5.1714
6	2	2.9111
1	1	1.0000
1	1	1.0000
0	1	0.0000
0	1	0.0000
0	1	0.0000
6	3	3.4848
0	1	0.0000
0	1	0.0000
1	1	1.0000
1	1	1.0000
3	1	1.6667
1	1	1.0000
2	1	1.3333
0	1	0.0000
0	1	0.0000
0	1	0.0000
0	1	0.0000
0	1	0.0000
4	6	3.6536
5	3	3.0222
0	1	0.0000
0	1	0.0000
9	4	4.7143
13	8	7.5986
1	2	1.3333
1	1	1.0000
0	1	0.0000
0	1	0.0000
4	4	2.9545
0	1	0.0000
0	1	0.0000
2	2	1.8000
0	1	0.0000
0	1	0.0000
7	5	5.8291
3	1	1.6667
0	1	0.0000
1	1	1.0000
0	1	0.0000
0	1	0.0000
0	1	0.0000
0	1	0.0000
0	1	0.0000
0	1	0.0000
2	1	1.3333
5	2	2.7222
0	1	0.0000
0	1	0.0000
5	1	2.3333
0	1	0.0000
3	2	1.8000
1	1	1.0000
0	1	0.0000
3	1	1.6667
11	5	6.5412
0	1	0.0000
0	1	0.0000
0	1	0.0000
0	1	0.0000
1	2	1.3333
4	2	2.5357
0	1	0.0000
0	1	0.0000
1	1	1.0000
0	1	0.0000
0	1	0.0000
5	2	2.4762
4	1	2.0000
3	3	2.3929
3	1	1.6667
0	1	0.0000
4	3	2.1905
5	3	2.7222
0	1	0.0000
0	1	0.0000
0	1	0.0000
2	2	1.5000
0	1	0.0000
1	2	1.3333
1	1	1.0000
1	1	1.0000
1	1	1.0000
0	1	0.0000
0	1	0.0000
0	1	0.0000
0	1	0.0000
0	1	0.0000
5	2	3.6667
27	11	15.5544
1	1	1.0000
1	1	1.0000
0	1	0.0000
6	8	4.9333
0	1	0.0000
0	1	0.0000
3	1	1.6667
0	1	0.0000
0	1	0.0000
1	1	1.0000
7	4	3.4725
6	1	2.6667
0	1	0.0000
1	3	1.5000
2	1	1.3333
1	1	1.0000
4	2	2.4286
0	1	0.0000
2	1	1.3333
0	1	0.0000
2	1	1.3333
1	1	1.0000
0	1	0.0000
0	1	0.0000
0	1	0.0000
0	1	0.0000
0	1	0.0000
0	1	0.0000
0	1	0.0000
0	1	0.0000
0	1	0.0000
0	1	0.0000
0	1	0.0000
0	1	0.0000
0	1	0.0000
0	1	0.0000
9	5	4.5929
0	1	0.0000
0	1	0.0000
2	1	1.3333
8	4	4.9211
1	1	1.0000
0	1	0.0000
0	1	0.0000
1	1	1.0000
1	2	1.3333
1	2	1.3333
0	1	0.0000
7	2	3.0556
0	1	0.0000
1	1	1.0000
1	1	1.0000
3	2	1.8000
2	2	1.6667
1	1	1.0000
0	1	0.0000
3	1	1.6667
1	1	1.0000
0	1	0.0000
2	4	2.1905
1	1	1.0000
0	1	0.0000
2	1	1.3333
23	7	10.0533
6	3	3.3077
2	2	1.6667
1	2	1.3333
0	1	0.0000
0	1	0.0000
0	1	0.0000
1	1	1.0000
5	2	3.0444
0	1	0.0000
0	1	0.0000
0	1	0.0000
0	1	0.0000
0	1	0.0000
4	3	2.4286
1	1	1.0000
0	1	0.0000
0	1	0.0000
0	1	0.0000
0	1	0.0000
0	1	0.0000
2	2	1.6667
1	1	1.0000
0	1	0.0000
3	1	1.6667
0	1	0.0000
0	1	0.0000
0	1	0.0000
2	1	1.3333
1	1	1.0000
2	1	1.3333
0	1	0.0000
2	3	1.9333
8	4	3.6765
1	1	1.0000
0	1	0.0000
1	3	1.5000
1	1	1.0000
1	1	1.0000
0	1	0.0000
2	1	1.3333
1	2	1.3333
0	1	0.0000
3	3	2.1333
0	1	0.0000
1	1	1.0000
1	1	1.0000
7	5	4.9784
1	1	1.0000
0	1	0.0000
0	1	0.0000
13	5	7.6937
2	2	1.5000
0	1	0.0000
0	1	0.0000
2	2	1.6667
1	1	1.0000
1	1	1.0000
0	1	0.0000
1	1	1.0000
1	1	1.0000
1	1	1.0000
0	1	0.0000
4	2	2.0667
4	2	2.6667
0	1	0.0000
5	3	3.1556
0	1	0.0000
0	1	0.0000
0	1	0.0000
1	1	1.0000
2	1	1.3333
0	1	0.0000
1	1	1.0000
6	2	2.8333
5	2	3.0000
12	5	5.6731
1	1	1.0000
9	4	3.8382
0	1	0.0000
0	1	0.0000
4	1	2.0000
1	1	1.0000
0	1	0.0000
3	2	2.0667
5	2	2.3810
0	1	0.0000
1	1	1.0000
2	2	1.5000
2	1	1.3333
3	5	2.5333
1	2	1.3333
6	3	3.2308
4	2	2.3810
2	1	1.3333
4	1	2.0000
2	1	1.3333
2	2	1.6667
2	1	1.3333
0	1	0.0000
0	1	0.0000
1	1	1.0000
8	2	4.1333
2	2	1.5000
4	2	2.1333
6	2	2.7143
0	1	0.0000
0	1	0.0000
0	1	0.0000
3	2	2.0667
1	1	1.0000
0	1	0.0000
3	3	2.7143
0	1	0.0000
1	2	1.3333
1	1	1.0000
1	2	1.3333
7	3	3.3333
0	1	0.0000
1	2	1.3333
0	1	0.0000
0	1	0.0000
7	6	4.5929
2	1	1.3333
0	1	0.0000
5	1	2.3333
1	1	1.0000
0	1	0.0000
4	4	3.1515
0	1	0.0000
14	6	8.3431
3	2	2.0667
2	2	1.5000
2	1	1.3333
1	1	1.0000
0	1	0.0000
1	1	1.0000
0	1	0.0000
0	1	0.0000
0	1	0.0000
3	2	2.3333
13	17	7.8531
11	9	6.9347
5	3	2.8667
1	2	1.3333
0	1	0.0000
7	8	4.7398
0	1	0.0000
0	1	0.0000
0	1	0.0000
3	1	1.6667
2	2	1.5000
0	1	0.0000
0	1	0.0000
0	1	0.0000
0	1	0.0000
0	1	0.0000
1	1	1.0000
0	1	0.0000
1	1	1.0000
0	1	0.0000
1	1	1.0000
0	1	0.0000
0	1	0.0000
3	2	2.0000
1	2	1.3333
2	2	1.5000
1	2	1.3333
0	1	0.0000
3	1	1.6667
1	1	1.0000
0	1	0.0000
3	2	1.9333
6	4	2.9455
0	1	0.0000
0	1	0.0000
0	1	0.0000
0	1	0.0000
0	1	0.0000
1	1	1.0000
1	1	1.0000
7	5	4.3235
2	2	1.6667
0	1	0.0000
1	1	1.0000
0	1	0.0000
0	1	0.0000
0	1	0.0000
0	1	0.0000
6	1	2.6667
0	1	0.0000
0	1	0.0000
2	2	1.6667
0	1	0.0000
0	1	0.0000
0	1	0.0000
2	2	1.6667
0	1	0.0000
3	3	2.1905
6	2	2.7143
2	2	2.0000
5	2	2.9556
0	1	0.0000
0	1	0.0000
0	1	0.0000
0	1	0.0000
13	7	8.9094
0	1	0.0000
0	1	0.0000
3	1	1.6667
0	1	0.0000
0	1	0.0000
0	1	0.0000
1	1	1.0000
1	1	1.0000
2	3	2.0667
0	1	0.0000
1	1	1.0000
0	1	0.0000
3	1	1.6667
0	1	0.0000
4	1	2.0000
2	1	1.3333
0	1	0.0000
0	1	0.0000
1	2	1.3333
