Depth	breadth\Structural Virality
2	2	1.6667
0	1	0.0000
0	1	0.0000
2	2	1.6667
0	1	0.0000
0	1	0.0000
0	1	0.0000
2	2	1.6667
0	1	0.0000
3	1	1.6667
3	2	2.0000
1	1	1.0000
2	2	1.6667
9	5	4.5375
1	1	1.0000
1	1	1.0000
0	1	0.0000
6	4	4.7135
1	1	1.0000
1	1	1.0000
1	1	1.0000
0	1	0.0000
2	2	1.6667
0	1	0.0000
0	1	0.0000
0	1	0.0000
0	1	0.0000
0	1	0.0000
2	2	1.6667
0	1	0.0000
1	1	1.0000
1	1	1.0000
0	1	0.0000
0	1	0.0000
1	1	1.0000
0	1	0.0000
3	1	1.6667
1	1	1.0000
0	1	0.0000
0	1	0.0000
1	1	1.0000
0	1	0.0000
0	1	0.0000
0	1	0.0000
0	1	0.0000
0	1	0.0000
0	1	0.0000
0	1	0.0000
0	1	0.0000
0	1	0.0000
0	1	0.0000
2	2	1.6667
0	1	0.0000
0	1	0.0000
5	5	4.1250
6	2	3.3333
0	1	0.0000
0	1	0.0000
2	1	1.3333
0	1	0.0000
1	1	1.0000
1	1	1.0000
7	4	4.4795
0	1	0.0000
0	1	0.0000
9	4	4.8286
0	1	0.0000
0	1	0.0000
1	1	1.0000
0	1	0.0000
6	3	3.0909
1	1	1.0000
0	1	0.0000
0	1	0.0000
3	2	1.8000
0	1	0.0000
1	1	1.0000
3	2	1.8000
0	1	0.0000
0	1	0.0000
0	1	0.0000
2	1	1.3333
1	1	1.0000
2	1	1.3333
0	1	0.0000
1	2	1.3333
3	1	1.6667
0	1	0.0000
0	1	0.0000
0	1	0.0000
1	1	1.0000
2	1	1.3333
1	1	1.0000
0	1	0.0000
0	1	0.0000
0	1	0.0000
10	9	7.7371
1	1	1.0000
2	1	1.3333
0	1	0.0000
1	1	1.0000
1	2	1.3333
0	1	0.0000
8	8	5.1597
1	1	1.0000
2	3	1.8000
5	3	2.6000
3	3	2.1905
0	1	0.0000
5	2	2.7143
0	1	0.0000
1	1	1.0000
0	1	0.0000
0	1	0.0000
0	1	0.0000
1	1	1.0000
0	1	0.0000
0	1	0.0000
3	4	2.3929
0	1	0.0000
1	1	1.0000
5	2	2.9778
4	1	2.0000
0	1	0.0000
0	1	0.0000
2	1	1.3333
0	1	0.0000
0	1	0.0000
5	3	3.0545
1	1	1.0000
7	4	4.1105
1	1	1.0000
1	2	1.3333
0	1	0.0000
0	1	0.0000
3	1	1.6667
0	1	0.0000
0	1	0.0000
0	1	0.0000
0	1	0.0000
1	1	1.0000
0	1	0.0000
0	1	0.0000
0	1	0.0000
0	1	0.0000
3	1	1.6667
9	3	4.6316
13	7	6.1088
0	1	0.0000
0	1	0.0000
6	4	4.7251
3	2	1.8000
0	1	0.0000
0	1	0.0000
2	2	1.5000
6	2	3.1333
0	1	0.0000
4	1	2.0000
3	1	1.6667
6	2	3.6667
0	1	0.0000
0	1	0.0000
0	1	0.0000
0	1	0.0000
1	1	1.0000
1	1	1.0000
3	3	2.1905
2	1	1.3333
2	1	1.3333
0	1	0.0000
0	1	0.0000
4	3	2.8889
3	2	2.1905
1	1	1.0000
3	2	2.3333
0	1	0.0000
0	1	0.0000
1	1	1.0000
2	1	1.3333
2	3	1.8000
0	1	0.0000
0	1	0.0000
0	1	0.0000
1	1	1.0000
4	3	2.6667
4	3	2.9111
3	1	1.6667
0	1	0.0000
1	1	1.0000
0	1	0.0000
0	1	0.0000
6	4	3.9667
8	3	3.6952
0	1	0.0000
0	1	0.0000
4	4	2.8182
0	1	0.0000
0	1	0.0000
1	1	1.0000
0	1	0.0000
0	1	0.0000
0	1	0.0000
8	5	4.0053
0	1	0.0000
0	1	0.0000
2	2	1.6667
0	1	0.0000
2	1	1.3333
3	4	2.5556
4	2	2.3810
0	1	0.0000
2	1	1.3333
0	1	0.0000
2	2	1.6667
0	1	0.0000
1	1	1.0000
3	1	1.6667
2	1	1.3333
0	1	0.0000
1	1	1.0000
4	2	2.3333
1	1	1.0000
0	1	0.0000
0	1	0.0000
18	11	12.6206
0	1	0.0000
0	1	0.0000
0	1	0.0000
0	1	0.0000
0	1	0.0000
4	2	2.5000
0	1	0.0000
1	1	1.0000
0	1	0.0000
0	1	0.0000
1	1	1.0000
8	7	5.1011
16	5	6.4296
1	1	1.0000
7	2	3.1212
1	1	1.0000
1	1	1.0000
2	1	1.3333
2	3	1.8000
2	3	2.0667
1	1	1.0000
0	1	0.0000
3	2	1.8000
1	1	1.0000
14	6	7.3159
3	1	1.6667
7	1	3.0000
0	1	0.0000
0	1	0.0000
2	1	1.3333
0	1	0.0000
0	1	0.0000
0	1	0.0000
1	1	1.0000
2	2	1.5000
3	1	1.6667
2	1	1.3333
1	1	1.0000
1	2	1.3333
6	3	2.8727
0	1	0.0000
0	1	0.0000
1	1	1.0000
5	2	2.3810
1	1	1.0000
0	1	0.0000
0	1	0.0000
1	1	1.0000
1	1	1.0000
0	1	0.0000
8	4	4.1569
8	5	5.4431
0	1	0.0000
0	1	0.0000
0	1	0.0000
0	1	0.0000
0	1	0.0000
1	1	1.0000
0	1	0.0000
0	1	0.0000
0	1	0.0000
1	1	1.0000
2	1	1.3333
1	1	1.0000
1	1	1.0000
1	1	1.0000
6	5	3.9649
0	1	0.0000
0	1	0.0000
0	1	0.0000
0	1	0.0000
0	1	0.0000
2	1	1.3333
0	1	0.0000
1	1	1.0000
2	2	1.6667
4	3	2.7222
0	1	0.0000
8	5	5.4492
5	6	4.1167
4	2	2.7143
0	1	0.0000
0	1	0.0000
4	1	2.0000
1	1	1.0000
0	1	0.0000
0	1	0.0000
0	1	0.0000
1	1	1.0000
6	4	3.1538
0	1	0.0000
5	2	2.6667
6	3	3.0545
0	1	0.0000
8	7	4.0173
0	1	0.0000
0	1	0.0000
0	1	0.0000
0	1	0.0000
0	1	0.0000
0	1	0.0000
5	4	2.8889
1	1	1.0000
0	1	0.0000
0	1	0.0000
0	1	0.0000
1	1	1.0000
0	1	0.0000
1	1	1.0000
1	1	1.0000
6	7	3.8701
6	3	2.8000
0	1	0.0000
1	1	1.0000
0	1	0.0000
0	1	0.0000
4	2	2.0667
7	3	3.4103
1	1	1.0000
4	3	2.4889
4	2	2.3810
2	1	1.3333
11	5	4.9012
6	2	3.4000
0	1	0.0000
1	1	1.0000
0	1	0.0000
0	1	0.0000
0	1	0.0000
0	1	0.0000
0	1	0.0000
0	1	0.0000
0	1	0.0000
0	1	0.0000
6	3	2.8889
1	1	1.0000
2	1	1.3333
0	1	0.0000
2	1	1.3333
0	1	0.0000
1	1	1.0000
0	1	0.0000
4	2	2.3810
1	1	1.0000
11	11	6.6718
1	2	1.3333
0	1	0.0000
2	3	1.8000
2	1	1.3333
1	1	1.0000
0	1	0.0000
3	2	2.0667
0	1	0.0000
6	2	2.7143
0	1	0.0000
2	1	1.3333
1	1	1.0000
0	1	0.0000
1	1	1.0000
0	1	0.0000
0	1	0.0000
4	3	3.0556
0	1	0.0000
1	2	1.3333
1	1	1.0000
1	1	1.0000
0	1	0.0000
1	1	1.0000
0	1	0.0000
0	1	0.0000
2	1	1.3333
7	3	3.5455
0	1	0.0000
0	1	0.0000
1	2	1.3333
0	1	0.0000
0	1	0.0000
0	1	0.0000
1	1	1.0000
6	2	3.4909
2	1	1.3333
0	1	0.0000
0	1	0.0000
4	3	2.5000
4	4	3.0545
0	1	0.0000
0	1	0.0000
0	1	0.0000
6	3	3.0455
11	6	7.1023
3	2	2.0000
0	1	0.0000
2	1	1.3333
0	1	0.0000
0	1	0.0000
0	1	0.0000
0	1	0.0000
1	1	1.0000
1	1	1.0000
1	1	1.0000
0	1	0.0000
0	1	0.0000
2	1	1.3333
9	3	4.3595
0	1	0.0000
1	1	1.0000
0	1	0.0000
7	2	3.5636
4	3	2.9111
0	1	0.0000
1	2	1.3333
4	1	2.0000
0	1	0.0000
1	1	1.0000
0	1	0.0000
4	2	2.1905
0	1	0.0000
0	1	0.0000
2	3	2.1905
3	2	2.3333
0	1	0.0000
0	1	0.0000
0	1	0.0000
6	3	3.4091
3	1	1.6667
7	3	3.2879
0	1	0.0000
1	2	1.3333
1	1	1.0000
3	2	2.0000
0	1	0.0000
4	3	2.3929
0	1	0.0000
0	1	0.0000
0	1	0.0000
0	1	0.0000
0	1	0.0000
2	1	1.3333
1	1	1.0000
0	1	0.0000
0	1	0.0000
1	1	1.0000
5	5	3.1538
1	1	1.0000
1	1	1.0000
1	1	1.0000
6	2	2.8889
4	3	3.0556
0	1	0.0000
1	1	1.0000
1	1	1.0000
0	1	0.0000
1	1	1.0000
1	1	1.0000
8	7	5.0199
0	1	0.0000
7	2	4.3333
0	1	0.0000
0	1	0.0000
0	1	0.0000
1	2	1.3333
2	2	1.5000
0	1	0.0000
0	1	0.0000
0	1	0.0000
2	1	1.3333
0	1	0.0000
10	6	4.3667
2	1	1.3333
0	1	0.0000
2	1	1.3333
10	4	6.3172
0	1	0.0000
1	1	1.0000
3	3	2.6786
0	1	0.0000
7	2	3.1333
0	1	0.0000
1	2	1.3333
6	3	3.4095
1	2	1.3333
6	5	4.5684
1	1	1.0000
0	1	0.0000
0	1	0.0000
0	1	0.0000
1	1	1.0000
0	1	0.0000
6	2	3.0000
0	1	0.0000
0	1	0.0000
4	3	2.3889
0	1	0.0000
2	3	1.9333
0	1	0.0000
1	1	1.0000
5	2	2.8333
0	1	0.0000
0	1	0.0000
0	1	0.0000
0	1	0.0000
0	1	0.0000
0	1	0.0000
4	1	2.0000
5	2	2.7143
2	3	2.1905
6	2	3.0000
1	1	1.0000
0	1	0.0000
1	1	1.0000
2	1	1.3333
0	1	0.0000
0	1	0.0000
2	2	1.6667
0	1	0.0000
3	1	1.6667
0	1	0.0000
2	1	1.3333
0	1	0.0000
0	1	0.0000
3	1	1.6667
3	3	2.1333
1	2	1.3333
0	1	0.0000
0	1	0.0000
1	1	1.0000
4	1	2.0000
3	2	1.8000
6	3	3.8250
7	3	3.7647
4	4	2.8000
7	3	3.5897
1	1	1.0000
0	1	0.0000
0	1	0.0000
0	1	0.0000
2	3	1.8000
2	2	1.6667
4	2	2.0667
3	2	2.0000
3	1	1.6667
0	1	0.0000
1	1	1.0000
0	1	0.0000
0	1	0.0000
4	2	2.0667
0	1	0.0000
1	1	1.0000
3	3	2.0000
0	1	0.0000
6	5	3.3333
1	1	1.0000
0	1	0.0000
0	1	0.0000
8	5	4.5534
7	3	3.5714
0	1	0.0000
0	1	0.0000
1	1	1.0000
0	1	0.0000
0	1	0.0000
0	1	0.0000
6	2	3.0000
1	1	1.0000
3	2	2.0000
0	1	0.0000
5	3	3.2000
0	1	0.0000
5	2	2.7778
0	1	0.0000
3	3	1.8667
3	1	1.6667
5	3	2.4444
0	1	0.0000
1	1	1.0000
0	1	0.0000
2	2	2.0000
3	2	1.8000
0	1	0.0000
11	6	5.8714
1	1	1.0000
2	1	1.3333
5	3	3.1667
0	1	0.0000
3	2	1.8000
4	2	2.3810
1	1	1.0000
0	1	0.0000
0	1	0.0000
1	2	1.3333
1	2	1.3333
0	1	0.0000
0	1	0.0000
12	9	8.4994
0	1	0.0000
1	1	1.0000
9	5	6.5667
1	1	1.0000
0	1	0.0000
3	2	2.1333
1	1	1.0000
0	1	0.0000
0	1	0.0000
0	1	0.0000
0	1	0.0000
2	1	1.3333
0	1	0.0000
0	1	0.0000
0	1	0.0000
0	1	0.0000
0	1	0.0000
1	1	1.0000
1	1	1.0000
1	1	1.0000
0	1	0.0000
0	1	0.0000
0	1	0.0000
2	1	1.3333
0	1	0.0000
1	1	1.0000
0	1	0.0000
0	1	0.0000
1	1	1.0000
0	1	0.0000
10	6	5.8523
1	2	1.3333
0	1	0.0000
0	1	0.0000
4	2	2.2857
1	2	1.3333
13	4	5.7721
3	2	2.0000
0	1	0.0000
2	2	1.6667
0	1	0.0000
2	1	1.3333
0	1	0.0000
0	1	0.0000
1	1	1.0000
2	2	1.6667
0	1	0.0000
0	1	0.0000
1	3	1.5000
3	2	2.0667
0	1	0.0000
3	4	2.9778
14	9	8.1071
1	1	1.0000
1	1	1.0000
1	2	1.3333
1	2	1.3333
5	6	3.8286
3	1	1.6667
1	1	1.0000
2	1	1.3333
1	1	1.0000
7	7	4.7884
0	1	0.0000
0	1	0.0000
0	1	0.0000
0	1	0.0000
1	1	1.0000
2	2	1.6667
2	1	1.3333
0	1	0.0000
2	2	1.5000
8	6	4.7933
0	1	0.0000
1	1	1.0000
5	2	2.5714
1	1	1.0000
1	2	1.3333
0	1	0.0000
0	1	0.0000
1	3	1.5000
0	1	0.0000
0	1	0.0000
1	2	1.3333
0	1	0.0000
3	2	2.0667
0	1	0.0000
2	2	1.6667
5	3	2.8667
4	2	2.3810
3	1	1.6667
1	1	1.0000
0	1	0.0000
0	1	0.0000
1	4	1.6000
6	2	2.7222
1	1	1.0000
0	1	0.0000
1	2	1.3333
0	1	0.0000
5	3	4.3238
4	2	2.3810
1	1	1.0000
3	2	2.0000
3	8	3.0476
1	1	1.0000
0	1	0.0000
0	1	0.0000
14	4	7.4367
7	3	3.4091
11	3	4.6526
0	1	0.0000
0	1	0.0000
0	1	0.0000
1	1	1.0000
1	1	1.0000
2	2	1.5000
0	1	0.0000
7	5	4.9407
0	1	0.0000
3	1	1.6667
0	1	0.0000
8	4	4.6316
2	1	1.3333
0	1	0.0000
0	1	0.0000
0	1	0.0000
0	1	0.0000
0	1	0.0000
2	1	1.3333
1	1	1.0000
9	15	6.5702
3	3	1.8667
1	1	1.0000
0	1	0.0000
2	1	1.3333
6	3	4.0882
0	1	0.0000
1	1	1.0000
3	3	2.1905
0	1	0.0000
0	1	0.0000
1	1	1.0000
2	3	2.0667
1	1	1.0000
5	2	2.4286
0	1	0.0000
3	1	1.6667
0	1	0.0000
0	1	0.0000
1	1	1.0000
0	1	0.0000
3	2	2.3333
0	1	0.0000
3	2	2.0667
3	1	1.6667
10	3	4.4412
1	1	1.0000
0	1	0.0000
1	1	1.0000
3	1	1.6667
8	4	4.4421
0	1	0.0000
6	2	2.7143
0	1	0.0000
0	1	0.0000
2	2	1.8000
1	1	1.0000
0	1	0.0000
4	2	2.3333
0	1	0.0000
10	3	5.0857
2	1	1.3333
18	6	8.8910
0	1	0.0000
3	2	2.3333
0	1	0.0000
2	1	1.3333
4	1	2.0000
0	1	0.0000
0	1	0.0000
2	1	1.3333
0	1	0.0000
4	4	3.7802
0	1	0.0000
3	2	2.0667
3	2	2.0667
1	1	1.0000
1	1	1.0000
2	3	1.6000
0	1	0.0000
14	5	6.5105
1	1	1.0000
0	1	0.0000
0	1	0.0000
1	1	1.0000
0	1	0.0000
2	1	1.3333
0	1	0.0000
2	3	2.1333
1	1	1.0000
0	1	0.0000
0	1	0.0000
1	1	1.0000
0	1	0.0000
0	1	0.0000
0	1	0.0000
0	1	0.0000
3	2	2.0000
0	1	0.0000
0	1	0.0000
4	2	2.3810
1	1	1.0000
0	1	0.0000
1	1	1.0000
0	1	0.0000
0	1	0.0000
3	1	1.6667
0	1	0.0000
0	1	0.0000
0	1	0.0000
0	1	0.0000
1	1	1.0000
0	1	0.0000
6	4	3.6667
1	1	1.0000
1	2	1.3333
0	1	0.0000
4	2	2.6667
1	2	1.3333
0	1	0.0000
2	2	1.6667
0	1	0.0000
10	4	5.0261
0	1	0.0000
0	1	0.0000
0	1	0.0000
4	1	2.0000
0	1	0.0000
1	1	1.0000
0	1	0.0000
2	1	1.3333
0	1	0.0000
0	1	0.0000
1	1	1.0000
3	1	1.6667
3	1	1.6667
10	4	6.1920
3	2	2.3333
5	3	2.9455
2	1	1.3333
13	4	5.9886
0	1	0.0000
0	1	0.0000
8	4	4.3725
4	2	3.0000
1	1	1.0000
3	2	2.1333
11	9	6.7278
8	5	3.7076
2	1	1.3333
0	1	0.0000
0	1	0.0000
7	5	3.7048
2	1	1.3333
5	2	2.4762
2	2	1.6667
6	2	3.0667
0	1	0.0000
0	1	0.0000
1	1	1.0000
0	1	0.0000
0	1	0.0000
0	1	0.0000
0	1	0.0000
0	1	0.0000
4	2	2.1333
0	1	0.0000
0	1	0.0000
3	1	1.6667
0	1	0.0000
2	3	1.8667
0	1	0.0000
0	1	0.0000
11	4	5.8803
0	1	0.0000
3	1	1.6667
1	1	1.0000
1	3	1.5000
0	1	0.0000
7	2	3.3818
8	4	3.8971
0	1	0.0000
0	1	0.0000
1	2	1.3333
3	3	2.1905
0	1	0.0000
1	2	1.3333
0	1	0.0000
3	2	1.8000
0	1	0.0000
4	3	2.0952
5	1	2.3333
2	1	1.3333
0	1	0.0000
0	1	0.0000
0	1	0.0000
3	1	1.6667
1	2	1.3333
4	4	2.9455
5	3	2.9455
0	1	0.0000
0	1	0.0000
1	1	1.0000
8	4	4.1143
0	1	0.0000
2	2	1.6667
0	1	0.0000
0	1	0.0000
2	1	1.3333
2	1	1.3333
8	5	5.4236
0	1	0.0000
1	1	1.0000
1	1	1.0000
0	1	0.0000
2	1	1.3333
0	1	0.0000
6	6	3.9532
1	1	1.0000
0	1	0.0000
6	2	3.1667
1	1	1.0000
0	1	0.0000
7	2	3.3333
1	1	1.0000
2	1	1.3333
0	1	0.0000
0	1	0.0000
2	1	1.3333
0	1	0.0000
1	1	1.0000
2	2	1.5000
4	2	2.2857
0	1	0.0000
1	1	1.0000
0	1	0.0000
2	1	1.3333
1	1	1.0000
3	2	2.3333
0	1	0.0000
0	1	0.0000
2	3	1.8000
0	1	0.0000
5	2	2.6667
3	2	1.9333
0	1	0.0000
0	1	0.0000
0	1	0.0000
0	1	0.0000
0	1	0.0000
0	1	0.0000
0	1	0.0000
1	1	1.0000
0	1	0.0000
2	2	1.5000
5	2	2.5357
9	4	4.5965
3	3	2.3810
1	2	1.3333
0	1	0.0000
0	1	0.0000
0	1	0.0000
0	1	0.0000
0	1	0.0000
0	1	0.0000
2	1	1.3333
0	1	0.0000
7	6	5.1937
0	1	0.0000
1	1	1.0000
0	1	0.0000
5	1	2.3333
0	1	0.0000
1	1	1.0000
0	1	0.0000
13	8	8.7481
1	1	1.0000
2	2	1.6667
0	1	0.0000
1	1	1.0000
0	1	0.0000
12	8	7.4654
11	4	5.0130
0	1	0.0000
0	1	0.0000
5	2	2.6667
0	1	0.0000
5	2	2.6667
5	1	2.3333
0	1	0.0000
0	1	0.0000
0	1	0.0000
5	3	3.0545
1	1	1.0000
0	1	0.0000
3	3	2.1333
2	2	1.6667
5	3	3.3091
0	1	0.0000
0	1	0.0000
1	1	1.0000
0	1	0.0000
2	1	1.3333
5	1	2.3333
9	2	3.6364
3	1	1.6667
0	1	0.0000
0	1	0.0000
0	1	0.0000
0	1	0.0000
0	1	0.0000
0	1	0.0000
3	1	1.6667
6	2	3.0000
0	1	0.0000
0	1	0.0000
1	3	1.5000
0	1	0.0000
0	1	0.0000
0	1	0.0000
0	1	0.0000
1	1	1.0000
3	1	1.6667
1	1	1.0000
0	1	0.0000
1	1	1.0000
1	2	1.3333
0	1	0.0000
1	2	1.3333
0	1	0.0000
3	3	2.6786
0	1	0.0000
9	4	4.4379
7	3	3.6515
1	2	1.3333
2	2	1.6667
5	2	2.5000
0	1	0.0000
0	1	0.0000
5	2	2.3810
0	1	0.0000
1	1	1.0000
1	1	1.0000
5	1	2.3333
16	4	7.9944
1	1	1.0000
0	1	0.0000
7	5	4.8718
0	1	0.0000
0	1	0.0000
0	1	0.0000
0	1	0.0000
0	1	0.0000
0	1	0.0000
0	1	0.0000
4	4	3.2121
7	3	3.7473
2	1	1.3333
0	1	0.0000
0	1	0.0000
2	1	1.3333
1	1	1.0000
3	2	2.1905
1	1	1.0000
1	2	1.3333
2	2	1.6667
1	1	1.0000
0	1	0.0000
0	1	0.0000
0	1	0.0000
0	1	0.0000
0	1	0.0000
6	2	2.7778
0	1	0.0000
4	2	2.3333
1	1	1.0000
4	2	2.6667
1	1	1.0000
1	1	1.0000
2	1	1.3333
0	1	0.0000
0	1	0.0000
1	3	1.5000
2	1	1.3333
0	1	0.0000
1	1	1.0000
5	2	2.3810
0	1	0.0000
7	6	4.9143
2	3	1.8000
1	1	1.0000
0	1	0.0000
5	3	3.0000
0	1	0.0000
4	2	2.4762
2	2	1.6667
0	1	0.0000
6	2	3.4697
0	1	0.0000
0	1	0.0000
0	1	0.0000
0	1	0.0000
4	2	2.6667
2	1	1.3333
0	1	0.0000
0	1	0.0000
0	1	0.0000
3	5	2.5333
7	2	3.1667
0	1	0.0000
0	1	0.0000
2	1	1.3333
0	1	0.0000
0	1	0.0000
0	1	0.0000
1	2	1.3333
1	1	1.0000
0	1	0.0000
2	1	1.3333
0	1	0.0000
18	5	7.9734
0	1	0.0000
1	1	1.0000
4	6	2.7273
9	6	4.9667
0	1	0.0000
5	4	4.4412
4	3	2.4286
2	1	1.3333
2	2	1.6667
0	1	0.0000
5	3	2.6000
1	1	1.0000
0	1	0.0000
7	2	3.1667
1	1	1.0000
1	1	1.0000
0	1	0.0000
0	1	0.0000
0	1	0.0000
1	1	1.0000
2	1	1.3333
1	1	1.0000
0	1	0.0000
0	1	0.0000
1	1	1.0000
0	1	0.0000
1	1	1.0000
0	1	0.0000
0	1	0.0000
8	3	3.8352
9	4	5.2985
1	1	1.0000
2	1	1.3333
0	1	0.0000
0	1	0.0000
0	1	0.0000
0	1	0.0000
1	3	1.5000
1	1	1.0000
1	1	1.0000
0	1	0.0000
2	1	1.3333
0	1	0.0000
4	2	2.3333
2	2	1.6667
2	1	1.3333
0	1	0.0000
1	1	1.0000
1	2	1.3333
0	1	0.0000
3	2	1.8000
0	1	0.0000
2	1	1.3333
0	1	0.0000
0	1	0.0000
1	1	1.0000
3	3	2.2857
0	1	0.0000
2	2	1.6667
2	1	1.3333
1	1	1.0000
6	4	3.6000
4	4	2.8000
5	3	2.6222
0	1	0.0000
2	2	1.6667
0	1	0.0000
0	1	0.0000
7	4	4.5296
0	1	0.0000
2	2	1.5000
1	1	1.0000
3	1	1.6667
0	1	0.0000
0	1	0.0000
5	4	3.2273
0	1	0.0000
1	1	1.0000
5	3	3.3636
1	1	1.0000
0	1	0.0000
1	1	1.0000
2	1	1.3333
5	3	3.2424
0	1	0.0000
1	1	1.0000
1	2	1.3333
5	4	3.6154
0	1	0.0000
0	1	0.0000
2	1	1.3333
0	1	0.0000
0	1	0.0000
0	1	0.0000
0	1	0.0000
0	1	0.0000
0	1	0.0000
0	1	0.0000
2	2	1.6667
0	1	0.0000
2	1	1.3333
4	3	2.5000
0	1	0.0000
0	1	0.0000
5	3	3.5273
4	1	2.0000
0	1	0.0000
0	1	0.0000
6	3	2.8889
0	1	0.0000
5	2	2.8333
5	1	2.3333
4	1	2.0000
6	2	3.0667
1	1	1.0000
1	1	1.0000
0	1	0.0000
8	2	3.4848
35	11	15.1656
0	1	0.0000
0	1	0.0000
1	1	1.0000
0	1	0.0000
1	1	1.0000
0	1	0.0000
1	2	1.3333
3	2	2.0000
0	1	0.0000
0	1	0.0000
1	1	1.0000
3	1	1.6667
0	1	0.0000
1	1	1.0000
0	1	0.0000
4	3	2.4286
1	2	1.3333
0	1	0.0000
7	4	4.1765
1	1	1.0000
0	1	0.0000
1	3	1.5000
9	2	4.2000
0	1	0.0000
0	1	0.0000
0	1	0.0000
1	1	1.0000
0	1	0.0000
2	1	1.3333
0	1	0.0000
2	1	1.3333
4	1	2.0000
1	1	1.0000
11	3	5.1429
0	1	0.0000
1	1	1.0000
0	1	0.0000
1	1	1.0000
0	1	0.0000
0	1	0.0000
2	3	2.0667
9	4	4.3238
0	1	0.0000
0	1	0.0000
1	1	1.0000
0	1	0.0000
0	1	0.0000
8	4	4.2026
2	1	1.3333
2	1	1.3333
2	1	1.3333
6	1	2.6667
0	1	0.0000
0	1	0.0000
0	1	0.0000
3	3	2.1905
1	2	1.3333
2	2	1.6667
1	1	1.0000
4	2	2.1333
1	1	1.0000
1	1	1.0000
0	1	0.0000
0	1	0.0000
6	4	3.0303
9	5	5.0616
3	1	1.6667
1	1	1.0000
1	1	1.0000
0	1	0.0000
0	1	0.0000
5	2	2.4286
2	1	1.3333
3	2	1.8000
0	1	0.0000
2	3	2.0667
0	1	0.0000
1	2	1.3333
0	1	0.0000
1	1	1.0000
4	3	2.8333
4	1	2.0000
1	3	1.5000
0	1	0.0000
0	1	0.0000
3	2	2.0000
3	2	1.8000
3	4	2.6111
0	1	0.0000
2	2	1.8000
0	1	0.0000
4	2	2.1905
0	1	0.0000
1	1	1.0000
1	1	1.0000
0	1	0.0000
4	2	2.0667
0	1	0.0000
1	2	1.3333
0	1	0.0000
1	1	1.0000
0	1	0.0000
5	4	3.0000
0	1	0.0000
3	2	2.0667
0	1	0.0000
0	1	0.0000
0	1	0.0000
0	1	0.0000
3	1	1.6667
5	3	3.4909
0	1	0.0000
6	2	3.0556
3	4	2.7222
2	1	1.3333
0	1	0.0000
0	1	0.0000
1	1	1.0000
1	1	1.0000
4	5	2.8788
0	1	0.0000
0	1	0.0000
1	1	1.0000
5	3	3.7436
0	1	0.0000
6	3	3.0909
0	1	0.0000
0	1	0.0000
4	2	2.5714
0	1	0.0000
0	1	0.0000
1	1	1.0000
5	7	4.3680
0	1	0.0000
0	1	0.0000
1	1	1.0000
3	3	2.3810
0	1	0.0000
5	2	2.4762
0	1	0.0000
0	1	0.0000
0	1	0.0000
7	4	4.4500
0	1	0.0000
1	1	1.0000
0	1	0.0000
7	4	4.0735
0	1	0.0000
6	2	2.8214
2	2	1.6667
0	1	0.0000
6	6	3.5686
1	1	1.0000
0	1	0.0000
9	3	4.6263
2	1	1.3333
4	2	2.3810
2	2	1.6667
1	1	1.0000
2	3	1.8000
2	1	1.3333
0	1	0.0000
0	1	0.0000
0	1	0.0000
0	1	0.0000
2	2	1.6667
1	1	1.0000
0	1	0.0000
0	1	0.0000
1	1	1.0000
2	1	1.3333
0	1	0.0000
6	2	3.1778
1	2	1.3333
0	1	0.0000
7	6	5.2174
0	1	0.0000
2	1	1.3333
0	1	0.0000
3	3	2.3810
1	1	1.0000
2	1	1.3333
0	1	0.0000
0	1	0.0000
1	2	1.3333
0	1	0.0000
0	1	0.0000
0	1	0.0000
1	1	1.0000
4	3	3.0545
0	1	0.0000
0	1	0.0000
12	8	7.5652
3	2	2.1905
0	1	0.0000
12	6	7.2656
3	2	1.8000
0	1	0.0000
5	3	2.9778
1	1	1.0000
1	1	1.0000
2	1	1.3333
0	1	0.0000
0	1	0.0000
15	8	8.3127
0	1	0.0000
0	1	0.0000
2	2	1.6667
5	4	3.0769
3	1	1.6667
1	2	1.3333
0	1	0.0000
0	1	0.0000
3	2	2.0667
0	1	0.0000
0	1	0.0000
7	3	4.7238
1	1	1.0000
7	3	3.8889
0	1	0.0000
0	1	0.0000
1	1	1.0000
1	1	1.0000
2	1	1.3333
2	1	1.3333
0	1	0.0000
1	1	1.0000
3	2	2.0000
0	1	0.0000
0	1	0.0000
0	1	0.0000
1	2	1.3333
0	1	0.0000
2	2	1.6667
4	2	2.1333
2	1	1.3333
4	4	3.5619
0	1	0.0000
5	3	2.8364
1	1	1.0000
2	2	1.6667
2	2	2.0000
0	1	0.0000
0	1	0.0000
2	2	2.0000
4	2	2.3333
3	2	2.0667
0	1	0.0000
9	5	4.5000
1	1	1.0000
1	1	1.0000
3	2	2.1333
5	1	2.3333
1	1	1.0000
5	3	2.9111
8	2	3.4872
1	1	1.0000
5	3	2.8364
13	5	6.5882
1	1	1.0000
1	1	1.0000
1	1	1.0000
0	1	0.0000
1	1	1.0000
0	1	0.0000
2	1	1.3333
2	2	1.8000
1	1	1.0000
0	1	0.0000
6	3	2.8667
0	1	0.0000
0	1	0.0000
0	1	0.0000
0	1	0.0000
0	1	0.0000
0	1	0.0000
2	1	1.3333
0	1	0.0000
0	1	0.0000
0	1	0.0000
0	1	0.0000
2	2	1.5000
0	1	0.0000
